node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,postura,postura_etiqueta,postura_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
division,palabra,division,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
cancha,palabra,cancha,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cruz,palabra,cruz,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
fernando,palabra,fernando,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
villavicencio,palabra,villavicencio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
colocar,palabra,colocar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
falla,palabra,falla,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
azul,palabra,azul,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
juventud,palabra,juventud,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
nunez,palabra,nunez,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
arrancar,palabra,arrancar,Obras,0.6577,Obras,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
petrolero,palabra,petrolero,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
femenil,palabra,femenil,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
campeonato,palabra,campeonato,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
indicador,palabra,indicador,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
promedio,palabra,promedio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
dolares,palabra,dolares,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
planeta,palabra,planeta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
superar,palabra,superar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
gigante,palabra,gigante,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
carrera,palabra,carrera,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
taco,palabra,taco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
canada,palabra,canada,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
franquicia,palabra,franquicia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tamayo,palabra,tamayo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pachuca,palabra,pachuca,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
exitoso,palabra,exitoso,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
campeona,palabra,campeona,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
organizador,palabra,organizador,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sustentable,palabra,sustentable,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
produccion,palabra,produccion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
seguidor,palabra,seguidor,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
clara,palabra,clara,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
estrella,palabra,estrella,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
favorito,palabra,favorito,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
loma,palabra,loma,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
natalia,palabra,natalia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mira,palabra,mira,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
bienvenida,palabra,bienvenida,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
recientemente,palabra,recientemente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
dulce,palabra,dulce,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
circuito,palabra,circuito,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
brillar,palabra,brillar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
estacionamiento,palabra,estacionamiento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
extra,palabra,extra,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
partidista,palabra,partidista,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
recipient,palabra,recipient,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
hot,palabra,hot,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
atropello,palabra,atropello,Vialidad,0.6267,Vialidad,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
habitar,palabra,habitar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
valdez,palabra,valdez,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
canseco,palabra,canseco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
hospital,palabra,hospital,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
accidente,palabra,accidente,Vialidad,0.9494,Vialidad,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
carretera,palabra,carretera,Vialidad,0.9944,Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
vehiculo,palabra,vehiculo,Vialidad,0.9325,Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
perder,palabra,perder,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
terminar,palabra,terminar,Obras,0.8319,Obras,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
altura,palabra,altura,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
viajar,palabra,viajar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
control,palabra,control,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
camioneta,palabra,camioneta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
muerte,palabra,muerte,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
tramo,palabra,tramo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sufrir,palabra,sufrir,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
ocurrir,palabra,ocurrir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cierre,palabra,cierre,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
victima,palabra,victima,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
via,palabra,via,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
carnaval,palabra,carnaval,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ladron,palabra,ladron,Corrupcion,0.8343,Corrupcion | Delitos | Morena,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
manuel,palabra,manuel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
fuego,palabra,fuego,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
motocicleta,palabra,motocicleta,Vialidad,0.7585,Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
conducir,palabra,conducir,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
automovil,palabra,automovil,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
catolico,palabra,catolico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
herido,palabra,herido,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
enfrentar,palabra,enfrentar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
conocido,palabra,conocido,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
trafico,palabra,trafico,Vialidad,0.8595,Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
actuar,palabra,actuar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
impactar,palabra,impactar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
urgente,palabra,urgente,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
acto,palabra,acto,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
coahuila,palabra,coahuila,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
antiguo,palabra,antiguo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
fachada,palabra,fachada,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
coche,palabra,coche,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
lamentable,palabra,lamentable,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
narcotrafico,palabra,narcotrafico,Delitos,0.7789,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
auxilio,palabra,auxilio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
asegurado,palabra,asegurado,Delitos,0.6897,Delitos,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
lesion,palabra,lesion,Vialidad,0.8184,Vialidad,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
impacto,palabra,impacto,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
asunto,palabra,asunto,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
funcion,palabra,funcion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ataque,palabra,ataque,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
perjudicar,palabra,perjudicar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
siniestro,palabra,siniestro,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
positivo,palabra,positivo,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
dudar,palabra,dudar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
help,palabra,help,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
people,palabra,people,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
popular,palabra,popular,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
arribar,palabra,arribar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tragedia,palabra,tragedia,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
malandro,palabra,malandro,Delitos,0.7981,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
maniobra,palabra,maniobra,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
reflejar,palabra,reflejar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
manejo,palabra,manejo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
severo,palabra,severo,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
escombro,palabra,escombro,Basura,0.6682,Basura | Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
ladrona,palabra,ladrona,Corrupcion,0.7121,Corrupcion | Delitos | Morena,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
causar,palabra,causar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sabor,palabra,sabor,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ejecutar,palabra,ejecutar,Delitos,0.6064,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
soberano,palabra,soberano,Morena,0.684,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
protesta,palabra,protesta,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
rey,palabra,rey,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
aliado,palabra,aliado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
prometer,palabra,prometer,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
atrevir,palabra,atrevir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
revelar,palabra,revelar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
similar,palabra,similar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
sindicato,palabra,sindicato,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
guiar,palabra,guiar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
auditoria,palabra,auditoria,Corrupcion,0.6832,Corrupcion,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
irregularidad,palabra,irregularidad,Obras,0.725,Obras,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
practica,palabra,practica,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
still,palabra,still,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
vieja,palabra,vieja,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
abogado,palabra,abogado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
manipular,palabra,manipular,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
sentar,palabra,sentar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sacrificio,palabra,sacrificio,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
dispuesto,palabra,dispuesto,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
posesion,palabra,posesion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sopa,palabra,sopa,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
alcaldia,palabra,alcaldia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
diputacion,palabra,diputacion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pinos,palabra,pinos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pluris,palabra,pluris,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
anda,palabra,anda,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
desplomar,palabra,desplomar,Obras,0.2415,Obras,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
deje,palabra,deje,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mercedes,palabra,mercedes,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
creciente,palabra,creciente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ecosistema,palabra,ecosistema,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
frenar,palabra,frenar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
destrozo,palabra,destrozo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
alfredo,palabra,alfredo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
gallardo,palabra,gallardo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
disculpa,palabra,disculpa,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
contencion,palabra,contencion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
escudo,palabra,escudo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
analizar,palabra,analizar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
venganza,palabra,venganza,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
muro,palabra,muro,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
padrino,palabra,padrino,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
vladimir,palabra,vladimir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tumba,palabra,tumba,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
contienda,palabra,contienda,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
vien,palabra,vien,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
trampa,palabra,trampa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
firmeza,palabra,firmeza,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
aventura,palabra,aventura,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
recursos,palabra,recursos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
disputar,palabra,disputar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
designacion,palabra,designacion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
aspirante,palabra,aspirante,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
cerveza,palabra,cerveza,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
rangel,palabra,rangel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
notificacion,palabra,notificacion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
casa,palabra,casa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
quedar,palabra,quedar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mandar,palabra,mandar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
correo,palabra,correo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pagar,palabra,pagar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
favor,palabra,favor,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
clabe,palabra,clabe,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tarjeta,palabra,tarjeta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
venir,palabra,venir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
opinion,palabra,opinion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ayuda,palabra,ayuda,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
necesitar,palabra,necesitar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ayudar,palabra,ayudar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
alguien,palabra,alguien,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sentir,palabra,sentir,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
cambiar,palabra,cambiar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
escuchar,palabra,escuchar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
amar,palabra,amar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
hola,palabra,hola,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
comentario,palabra,comentario,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
comer,palabra,comer,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pension,palabra,pension,Morena,0.7663,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
cancer,palabra,cancer,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
enfermedad,palabra,enfermedad,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
increible,palabra,increible,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
color,palabra,color,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
piso,palabra,piso,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
caro,palabra,caro,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
estupido,palabra,estupido,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
feo,palabra,feo,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
porqueria,palabra,porqueria,Basura,0.8345,Basura,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
boca,palabra,boca,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
bebe,palabra,bebe,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
gana,palabra,gana,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
depender,palabra,depender,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
notar,palabra,notar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
maravilloso,palabra,maravilloso,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
preferir,palabra,preferir,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
plastico,palabra,plastico,Basura,0.7627,Basura,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
dedo,palabra,dedo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
esconder,palabra,esconder,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
techo,palabra,techo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
carta,palabra,carta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
regalar,palabra,regalar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
perdon,palabra,perdon,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
pata,palabra,pata,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cerebro,palabra,cerebro,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
chica,palabra,chica,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
grabar,palabra,grabar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
suerte,palabra,suerte,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
gracios,palabra,gracios,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
extranar,palabra,extranar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
dormir,palabra,dormir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
miseria,palabra,miseria,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
definitivamente,palabra,definitivamente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ruido,palabra,ruido,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
amparo,palabra,amparo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
bano,palabra,bano,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
patio,palabra,patio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tendencia,palabra,tendencia,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
signo,palabra,signo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mami,palabra,mami,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
caos,palabra,caos,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
fotografia,palabra,fotografia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
compa,palabra,compa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
comparar,palabra,comparar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
envidia,palabra,envidia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
todavia,palabra,todavia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
callar,palabra,callar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
divertido,palabra,divertido,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
sancion,palabra,sancion,Corrupcion,0.8202,Corrupcion,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
injusticia,palabra,injusticia,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
