palabra,tema_id,sub_id,color_tema,peso_lda,grado_total,grado_intra_sub,grado_intra_cluster,grado_extra,peso_intra_sub,peso_intra_cluster,peso_extra,pagerank,betweenness,clustering_coef,eigenvector,participation,z_within_degree,rol
estrella,3,7,#d62728,0.0042705410160124,9,0,9,0,0.0,46.0,0.0,0.000114,0.0,0.5556,0.0,0.8148,0.7071,broker
favorito,3,3,#d62728,0.0036262744106352,9,1,8,0,9.0,41.0,0.0,8.1e-05,0.0,0.8056,0.0,0.7407,-0.1961,broker
loma,3,6,#d62728,0.0054963417351245,1,1,0,0,9.0,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.0,-0.5276,periferico
natalia,3,0,#d62728,0.0012690362054854,1,1,0,0,8.0,0.0,0.0,4.5e-05,0.0,0.0,0.0,0.0,-1.7815,periferico
mira,3,4,#d62728,0.0019059070618823,4,0,4,0,0.0,21.0,0.0,5.6e-05,0.0,0.8333,0.0,0.625,-0.6319,broker
bienvenida,3,4,#d62728,0.0024041936267167,3,1,2,0,7.0,8.0,0.0,5.5e-05,0.0,0.3333,0.0,0.6667,-0.6319,broker
recientemente,3,4,#d62728,0.0014744688523933,2,0,2,0,0.0,10.0,0.0,4.6e-05,0.0,1.0,0.0,0.5,-0.6319,broker
dulce,3,4,#d62728,0.007004786748439,4,1,3,0,6.0,12.0,0.0,5.3e-05,0.0,0.8333,0.0,0.625,-0.6319,broker
circuito,3,4,#d62728,0.0039001547265797,2,0,2,0,0.0,10.0,0.0,4.8e-05,0.0,1.0,0.0,0.5,-0.6319,broker
brillar,3,3,#d62728,0.0036889382172375,5,0,5,0,0.0,22.0,0.0,5.4e-05,0.0,1.0,0.0,0.72,-0.7845,broker
estacionamiento,3,6,#d62728,0.0031815115362405,1,0,1,0,0.0,5.0,0.0,4.2e-05,0.0,0.0,0.0,0.0,-1.206,periferico
extra,3,7,#d62728,0.0019291146891191,3,0,3,0,0.0,13.0,0.0,5.1e-05,0.0,0.3333,0.0,0.6667,-1.4142,broker
partidista,3,0,#d62728,0.001097448170185,1,0,1,0,0.0,5.0,0.0,4.2e-05,0.0,0.0,0.0,0.0,-1.7815,periferico
recipient,3,7,#d62728,0.0020058162044733,1,0,1,0,0.0,5.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.7071,periferico
hot,3,3,#d62728,0.0013871220871806,1,0,1,0,0.0,4.0,0.0,4.8e-05,0.0,0.0,0.0,0.0,-1.3728,periferico
atropello,3,6,#d62728,0.0013545098481699,2,0,2,0,0.0,8.0,0.0,4.6e-05,0.0,1.0,0.0,0.5,-1.206,broker
habitar,3,6,#d62728,0.0054667624644935,2,0,2,0,0.0,8.0,0.0,4.8e-05,0.0,1.0,0.0,0.5,-0.5276,broker
valdez,3,4,#d62728,0.0044577685184776,1,0,1,0,0.0,4.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,-1.0915,periferico
canseco,17,3,#c7c7c7,0.0036696668248623,1,1,0,0,52.0,0.0,0.0,0.000132,0.0,0.0,0.0,0.0,-1.3946,periferico
hospital,17,3,#c7c7c7,0.0094140414148569,40,6,33,1,117.0,279.0,81.0,0.001006,0.0,0.3679,0.0,0.8875,1.8797,broker
accidente,17,1,#c7c7c7,0.0314510762691497,33,7,26,0,129.0,351.0,0.0,0.001101,0.0,0.4848,0.0,0.8742,0.9904,broker
carretera,17,2,#c7c7c7,0.0266032926738262,45,6,39,0,143.0,380.0,0.0,0.001267,0.0,0.3414,0.0,0.8978,1.4412,broker
vehiculo,17,1,#c7c7c7,0.0133681688457727,46,7,39,0,137.0,364.0,0.0,0.001204,0.0,0.3217,0.0,0.8847,1.4596,broker
perder,17,0,#c7c7c7,0.0145435547456145,60,8,52,0,101.0,560.0,0.0,0.00181,0.0,0.2203,0.0,0.885,2.9719,conector_provincial
terminar,17,7,#c7c7c7,0.0191294532269239,59,5,54,0,54.0,507.0,0.0,0.001541,0.0,0.2309,0.0,0.9038,2.6958,conector_provincial
altura,17,2,#c7c7c7,0.0134615302085876,21,2,19,0,44.0,146.0,0.0,0.000464,0.0,0.4,0.0,0.8435,0.8006,broker
viajar,17,2,#c7c7c7,0.0120055424049496,28,2,26,0,40.0,193.0,0.0,0.000623,0.0,0.4683,0.0,0.875,-0.4804,broker
control,17,6,#c7c7c7,0.0046373489312827,38,4,34,0,34.0,284.0,0.0,0.000842,0.0,0.3385,0.0,0.8767,2.1106,broker
camioneta,17,1,#c7c7c7,0.0137070696800947,27,5,22,0,69.0,145.0,0.0,0.000515,0.0,0.5071,0.0,0.8724,0.9904,broker
muerte,17,9,#c7c7c7,0.0141025958582758,39,4,35,0,34.0,344.0,0.0,0.001002,0.0,0.3144,0.0,0.8823,2.5355,conector_provincial
tramo,17,2,#c7c7c7,0.0069662565365433,9,3,6,0,46.0,36.0,0.0,0.000218,0.0,0.8056,0.0,0.7654,-0.4804,broker
sufrir,17,10,#c7c7c7,0.0099718011915683,34,3,31,0,25.0,255.0,0.0,0.000726,0.0,0.3957,0.0,0.8875,2.3238,broker
ocurrir,17,8,#c7c7c7,0.0278417151421308,34,0,34,0,0.0,335.0,0.0,0.000813,0.0,0.4385,0.0,0.8893,-0.1796,broker
cierre,17,5,#c7c7c7,0.0207012686878442,16,2,14,0,38.0,123.0,0.0,0.000425,0.0,0.5333,0.0,0.8359,1.0534,broker
victima,17,3,#c7c7c7,0.0093323579058051,34,5,29,0,51.0,288.0,0.0,0.000801,0.0,0.4635,0.0,0.8945,0.7882,broker
via,17,2,#c7c7c7,0.0221532862633466,30,4,26,0,54.0,186.0,0.0,0.000601,0.0,0.3977,0.0,0.8711,1.4412,broker
carnaval,17,5,#c7c7c7,0.0044507137499749,4,3,1,0,40.0,5.0,0.0,0.000168,0.0,0.1667,0.0,0.375,1.0534,periferico
ladron,17,0,#c7c7c7,0.0083470251411199,26,3,23,0,42.0,135.0,0.0,0.000565,0.0,0.2985,0.0,0.8284,1.6868,broker
manuel,17,0,#c7c7c7,0.0046923640184104,29,4,25,0,53.0,141.0,0.0,0.00055,0.0,0.3892,0.0,0.8847,0.4016,broker
fuego,17,11,#c7c7c7,0.0116755291819572,23,2,21,0,18.0,151.0,0.0,0.000434,0.0,0.4783,0.0,0.8771,1.4142,broker
motocicleta,17,1,#c7c7c7,0.0041622319258749,14,3,11,0,37.0,58.0,0.0,0.000246,0.0,0.7033,0.0,0.7959,0.0521,broker
conducir,17,1,#c7c7c7,0.0053840731270611,11,3,8,0,37.0,45.0,0.0,0.000219,0.0,0.7636,0.0,0.7603,-0.8862,broker
automovil,17,1,#c7c7c7,0.0067142490297555,14,4,10,0,39.0,49.0,0.0,0.000227,0.0,0.6813,0.0,0.7755,0.0521,broker
catolico,17,9,#c7c7c7,0.0028162004891783,4,1,3,0,16.0,13.0,0.0,0.000112,0.0,0.5,0.0,0.75,-0.169,broker
herido,17,3,#c7c7c7,0.0063191885128617,17,3,14,0,31.0,96.0,0.0,0.00031,0.0,0.7721,0.0,0.8443,-0.3032,broker
enfrentar,17,5,#c7c7c7,0.0048332153819501,33,1,32,0,13.0,210.0,0.0,0.000595,0.0,0.4773,0.0,0.8926,0.2341,broker
conocido,17,7,#c7c7c7,0.0112102925777435,22,1,21,0,15.0,126.0,0.0,0.000378,0.0,0.5238,0.0,0.905,-0.2157,broker
trafico,17,2,#c7c7c7,0.0056457021273672,10,2,8,0,22.0,50.0,0.0,0.000206,0.0,0.6667,0.0,0.82,-1.1209,broker
actuar,17,6,#c7c7c7,0.0041850912384688,29,3,26,0,27.0,169.0,0.0,0.000507,0.0,0.431,0.0,0.8894,0.603,broker
impactar,17,1,#c7c7c7,0.0098163112998008,18,3,15,0,32.0,90.0,0.0,0.000311,0.0,0.7451,0.0,0.858,0.0521,broker
urgente,17,10,#c7c7c7,0.0070843468420207,14,1,13,0,9.0,72.0,0.0,0.000228,0.0,0.5934,0.0,0.8163,-0.7746,broker
acto,17,6,#c7c7c7,0.0070679760538041,20,4,16,0,29.0,106.0,0.0,0.000337,0.0,0.6737,0.0,0.885,0.603,broker
coahuila,17,0,#c7c7c7,0.0060485396534204,9,3,6,0,26.0,29.0,0.0,0.000191,0.0,0.5833,0.0,0.6173,0.4016,broker
antiguo,17,8,#c7c7c7,0.0028058418538421,9,1,8,0,12.0,37.0,0.0,0.000283,0.0,0.25,0.0,0.6173,1.9757,broker
fachada,17,8,#c7c7c7,0.00300676189363,4,3,1,0,26.0,4.0,0.0,0.000231,0.0,0.1667,0.0,0.0,1.2572,periferico
coche,17,1,#c7c7c7,0.0066380240023136,10,1,9,0,12.0,53.0,0.0,0.000176,0.0,0.8889,0.0,0.8,-0.8862,broker
lamentable,17,7,#c7c7c7,0.0037580507341772,11,1,10,0,12.0,56.0,0.0,0.000189,0.0,0.8182,0.0,0.8264,-0.2157,broker
narcotrafico,17,0,#c7c7c7,0.0024465459864586,11,3,8,0,25.0,51.0,0.0,0.000238,0.0,0.5273,0.0,0.7769,0.0803,broker
auxilio,17,3,#c7c7c7,0.0049177408218383,13,4,9,0,33.0,51.0,0.0,0.00022,0.0,0.7436,0.0,0.7929,0.7882,broker
asegurado,17,11,#c7c7c7,0.0052160797640681,4,1,3,0,7.0,21.0,0.0,9.8e-05,0.0,0.8333,0.0,0.625,-0.7071,broker
lesion,17,3,#c7c7c7,0.005042768549174,10,2,8,0,19.0,48.0,0.0,0.000179,0.0,0.8444,0.0,0.78,-0.3032,broker
impacto,17,4,#c7c7c7,0.0106822634115815,22,2,20,0,12.0,116.0,0.0,0.000387,0.0,0.4719,0.0,0.8636,1.9863,broker
asunto,17,7,#c7c7c7,0.0039150193333625,9,2,7,0,22.0,32.0,0.0,0.000181,0.0,0.5,0.0,0.716,-0.2157,broker
funcion,17,7,#c7c7c7,0.006888723000884,7,1,6,0,11.0,24.0,0.0,0.00013,0.0,0.4762,0.0,0.6939,0.2696,broker
ataque,17,6,#c7c7c7,0.0110377930104732,18,3,15,0,21.0,92.0,0.0,0.000302,0.0,0.6209,0.0,0.8642,0.603,broker
perjudicar,17,0,#c7c7c7,0.0018695520702749,6,1,5,0,11.0,21.0,0.0,0.000118,0.0,0.6,0.0,0.6667,-0.241,broker
siniestro,17,11,#c7c7c7,0.0037018691655248,6,1,5,0,11.0,28.0,0.0,0.00012,0.0,1.0,0.0,0.8333,-0.7071,broker
positivo,17,4,#c7c7c7,0.003094921587035,6,1,5,0,6.0,26.0,0.0,0.000159,0.0,0.2667,0.0,0.6667,1.2,broker
dudar,17,0,#c7c7c7,0.0014058663509786,8,1,7,0,10.0,36.0,0.0,0.000157,0.0,0.7857,0.0,0.75,-0.241,broker
help,17,10,#c7c7c7,0.0011598484124988,2,2,0,0,16.0,0.0,0.0,0.000294,0.0,1.0,0.0,0.0,0.2582,periferico
people,17,10,#c7c7c7,0.0025429355446249,2,1,1,0,10.0,5.0,0.0,0.000277,0.0,1.0,0.0,0.0,0.2582,periferico
popular,17,5,#c7c7c7,0.0063774427399039,11,2,9,0,14.0,45.0,0.0,0.000253,0.0,0.3091,0.0,0.7438,2.6919,conector_provincial
arribar,17,3,#c7c7c7,0.0060263415798544,10,2,8,0,15.0,40.0,0.0,0.00016,0.0,0.7333,0.0,0.76,0.2425,broker
tragedia,17,7,#c7c7c7,0.0023555778898298,9,1,8,0,9.0,42.0,0.0,0.000149,0.0,0.8889,0.0,0.8395,-0.2157,broker
malandro,17,9,#c7c7c7,0.0019256951054558,7,1,6,0,6.0,33.0,0.0,0.000128,0.0,0.8571,0.0,0.8571,-0.169,broker
maniobra,17,2,#c7c7c7,0.0064764879643917,4,1,3,0,9.0,13.0,0.0,8.6e-05,0.0,0.5,0.0,0.625,-1.1209,broker
reflejar,17,4,#c7c7c7,0.0027708027046173,16,2,14,0,12.0,68.0,0.0,0.00029,0.0,0.4417,0.0,0.8672,1.9863,broker
manejo,17,4,#c7c7c7,0.0030271112918853,4,0,4,0,0.0,20.0,0.0,9.8e-05,0.0,0.5,0.0,0.625,-0.3724,broker
severo,17,10,#c7c7c7,0.0019764688331633,2,1,1,0,8.0,7.0,0.0,7e-05,0.0,1.0,0.0,0.5,-0.7746,broker
escombro,17,8,#c7c7c7,0.0058324234560132,6,1,5,0,8.0,22.0,0.0,0.000139,0.0,0.4667,0.0,0.7222,-0.1796,broker
ladrona,17,10,#c7c7c7,0.0010223711142316,6,1,5,0,8.0,24.0,0.0,0.000122,0.0,0.5333,0.0,0.7778,-0.7746,broker
causar,17,3,#c7c7c7,0.0040592886507511,10,1,9,0,6.0,44.0,0.0,0.000169,0.0,0.6,0.0,0.82,-0.3032,broker
sabor,17,6,#c7c7c7,0.0058150263503193,4,0,4,0,0.0,23.0,0.0,9.6e-05,0.0,0.3333,0.0,0.75,-0.9045,broker
ejecutar,17,1,#c7c7c7,0.0029550506733357,3,1,2,0,8.0,9.0,0.0,7.6e-05,0.0,0.6667,0.0,0.6667,-1.8245,broker
soberano,17,0,#c7c7c7,0.0024579993914812,7,1,6,0,7.0,34.0,0.0,0.000136,0.0,0.7619,0.0,0.7755,-0.5623,broker
protesta,17,6,#c7c7c7,0.0025956570170819,10,2,8,0,13.0,40.0,0.0,0.000164,0.0,0.6,0.0,0.72,0.603,broker
rey,17,5,#c7c7c7,0.0023409270215779,6,1,5,0,7.0,24.0,0.0,0.000134,0.0,0.4,0.0,0.7222,0.2341,broker
aliado,17,0,#c7c7c7,0.0029185090679675,9,2,7,0,12.0,36.0,0.0,0.000155,0.0,0.75,0.0,0.716,0.0803,broker
prometer,17,7,#c7c7c7,0.0046205804683268,7,1,6,0,7.0,26.0,0.0,0.000113,0.0,0.9048,0.0,0.7755,-0.7009,broker
atrevir,17,0,#c7c7c7,0.0044146319851279,1,1,0,0,7.0,0.0,0.0,5.5e-05,0.0,0.0,0.0,0.0,-0.8835,periferico
revelar,17,4,#c7c7c7,0.0131000513210892,9,0,9,0,0.0,47.0,0.0,0.000149,0.0,0.6944,0.0,0.8148,-0.3724,broker
similar,17,6,#c7c7c7,0.0049860379658639,6,0,6,0,0.0,32.0,0.0,0.000112,0.0,0.7333,0.0,0.7778,-0.9045,broker
sindicato,17,2,#c7c7c7,0.0104509750381112,6,0,6,0,0.0,29.0,0.0,0.0001,0.0,0.6667,0.0,0.6667,-0.4804,broker
guiar,17,9,#c7c7c7,0.0010898103937506,1,0,1,0,0.0,6.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,-0.8452,periferico
auditoria,17,4,#c7c7c7,0.0025367382913827,4,1,3,0,6.0,12.0,0.0,0.000124,0.0,0.3333,0.0,0.375,1.2,periferico
irregularidad,17,4,#c7c7c7,0.0062474412843585,3,2,1,0,12.0,4.0,0.0,0.000154,0.0,0.3333,0.0,0.0,1.2,periferico
practica,17,5,#c7c7c7,0.0046885129995644,4,1,3,0,6.0,15.0,0.0,9.7e-05,0.0,0.6667,0.0,0.625,-0.5852,broker
still,17,10,#c7c7c7,0.0013120230287313,2,1,1,0,6.0,5.0,0.0,0.000211,0.0,1.0,0.0,0.0,0.2582,periferico
vieja,17,0,#c7c7c7,0.0016963733360171,3,1,2,0,6.0,9.0,0.0,7.5e-05,0.0,1.0,0.0,0.4444,-0.5623,periferico
abogado,17,4,#c7c7c7,0.0061680888757109,8,0,8,0,0.0,39.0,0.0,0.000122,0.0,0.8929,0.0,0.8125,-1.1586,broker
manipular,17,0,#c7c7c7,0.0026782050263136,2,0,2,0,0.0,11.0,0.0,6.3e-05,0.0,1.0,0.0,0.5,-0.8835,broker
sentar,17,12,#c7c7c7,0.0021786943543702,2,0,2,0,0.0,10.0,0.0,6.2e-05,0.0,1.0,0.0,0.5,0.0,broker
sacrificio,17,9,#c7c7c7,0.0018923850730061,2,0,2,0,0.0,11.0,0.0,6.4e-05,0.0,1.0,0.0,0.5,-0.169,broker
dispuesto,17,9,#c7c7c7,0.0010520758805796,2,1,1,0,6.0,4.0,0.0,6.2e-05,0.0,1.0,0.0,0.5,-0.169,broker
posesion,17,5,#c7c7c7,0.0017283160705119,3,0,3,0,0.0,14.0,0.0,7.3e-05,0.0,0.3333,0.0,0.6667,-1.4045,broker
sopa,17,9,#c7c7c7,0.0011885805288329,2,1,1,0,6.0,5.0,0.0,6.4e-05,0.0,1.0,0.0,0.5,-0.169,broker
alcaldia,17,4,#c7c7c7,0.0063842255622148,7,1,6,0,6.0,25.0,0.0,0.000155,0.0,0.3333,0.0,0.8571,-0.3724,broker
diputacion,17,4,#c7c7c7,0.0033786338753998,1,1,0,0,6.0,0.0,0.0,6.5e-05,0.0,0.0,0.0,0.0,-0.3724,periferico
pinos,17,8,#c7c7c7,0.0015596526209264,1,1,0,0,6.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,-0.898,periferico
pluris,17,0,#c7c7c7,0.0010921928333118,3,0,3,0,0.0,13.0,0.0,7.4e-05,0.0,1.0,0.0,0.0,-0.241,periferico
anda,17,5,#c7c7c7,0.001095040817745,2,0,2,0,0.0,10.0,0.0,7e-05,0.0,1.0,0.0,0.5,-0.5852,broker
desplomar,17,8,#c7c7c7,0.0032163178548216,2,0,2,0,0.0,9.0,0.0,9e-05,0.0,1.0,0.0,0.0,-0.1796,periferico
deje,17,0,#c7c7c7,0.0017137901159003,2,0,2,0,0.0,9.0,0.0,6.2e-05,0.0,1.0,0.0,0.5,-0.8835,broker
mercedes,17,10,#c7c7c7,0.0033713495358824,1,0,1,0,0.0,5.0,0.0,5e-05,0.0,0.0,0.0,0.0,-0.7746,periferico
creciente,17,4,#c7c7c7,0.0060704001225531,1,0,1,0,0.0,5.0,0.0,5e-05,0.0,0.0,0.0,0.0,-1.1586,periferico
ecosistema,17,7,#c7c7c7,0.0045766839757561,1,0,1,0,0.0,5.0,0.0,5.1e-05,0.0,0.0,0.0,0.0,-0.7009,periferico
frenar,17,4,#c7c7c7,0.0043012574315071,5,0,5,0,0.0,21.0,0.0,9.9e-05,0.0,0.4,0.0,0.72,0.4138,broker
destrozo,17,3,#c7c7c7,0.0010339015861973,2,0,2,0,0.0,9.0,0.0,6.2e-05,0.0,1.0,0.0,0.5,-1.3946,broker
alfredo,17,5,#c7c7c7,0.0063440292142331,4,0,4,0,0.0,19.0,0.0,0.000138,0.0,0.3333,0.0,0.625,0.2341,broker
gallardo,17,5,#c7c7c7,0.0015924831386655,1,0,1,0,0.0,5.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.5852,periferico
disculpa,17,6,#c7c7c7,0.0014806296676397,3,0,3,0,0.0,13.0,0.0,7e-05,0.0,0.3333,0.0,0.6667,-0.9045,broker
contencion,17,4,#c7c7c7,0.0012487578205764,2,0,2,0,0.0,9.0,0.0,9.2e-05,0.0,0.0,0.0,0.5,-0.3724,broker
escudo,17,0,#c7c7c7,0.0016020818147808,1,0,1,0,0.0,4.0,0.0,4.8e-05,0.0,0.0,0.0,0.0,-0.8835,periferico
analizar,17,4,#c7c7c7,0.0025831174571067,2,0,2,0,0.0,8.0,0.0,5.8e-05,0.0,1.0,0.0,0.5,-1.1586,broker
venganza,17,0,#c7c7c7,0.00173154566437,3,0,3,0,0.0,12.0,0.0,7.1e-05,0.0,1.0,0.0,0.0,-0.241,periferico
muro,17,8,#c7c7c7,0.0049543576315045,2,0,2,0,0.0,8.0,0.0,9.4e-05,0.0,0.0,0.0,0.5,-0.898,broker
padrino,17,5,#c7c7c7,0.0016751264920458,1,0,1,0,0.0,4.0,0.0,0.000261,0.0,0.0,0.0,0.0,-0.5852,periferico
