tema_id,sub_id,comunidad_cod,n_palabras,n_aristas,densidad,grado_medio,grado_max,asortatividad_peso,color
2,7,20007,7,3,0.1429,0.86,2,-0.907,#2ca02c
2,8,20008,7,3,0.1429,0.86,2,0.5,#2ca02c
2,9,20009,4,2,0.3333,1.0,2,-0.984,#2ca02c
3,0,30000,9,22,0.6111,4.89,7,-0.292,#d62728
3,1,30001,9,27,0.75,6.0,8,-0.295,#d62728
3,2,30002,12,33,0.5,5.5,9,-0.102,#d62728
3,3,30003,9,15,0.4167,3.33,6,-0.29,#d62728
3,4,30004,16,19,0.1583,2.38,7,-0.644,#d62728
3,5,30005,6,9,0.6,3.0,4,-0.376,#d62728
3,6,30006,9,8,0.2222,1.78,4,-0.286,#d62728
3,7,30007,3,1,0.3333,0.67,1,,#d62728
4,0,40000,22,47,0.2035,4.27,13,-0.435,#9467bd
4,1,40001,10,19,0.4222,3.8,8,-0.592,#9467bd
4,2,40002,8,11,0.3929,2.75,5,-0.423,#9467bd
4,3,40003,9,10,0.2778,2.22,4,0.268,#9467bd
4,4,40004,8,10,0.3571,2.5,6,-0.493,#9467bd
4,5,40005,11,7,0.1273,1.27,5,-0.608,#9467bd
4,6,40006,9,9,0.25,2.0,5,-0.515,#9467bd
4,7,40007,11,5,0.0909,0.91,2,-0.055,#9467bd
4,8,40008,7,6,0.2857,1.71,4,-0.464,#9467bd
4,9,40009,4,3,0.5,1.5,2,-0.5,#9467bd
4,10,40010,9,3,0.0833,0.67,2,-0.5,#9467bd
4,11,40011,7,4,0.1905,1.14,3,-0.543,#9467bd
4,12,40012,8,3,0.1071,0.75,1,1.0,#9467bd
4,13,40013,6,2,0.1333,0.67,1,1.0,#9467bd
4,14,40014,4,2,0.3333,1.0,2,-0.667,#9467bd
4,15,40015,3,2,0.6667,1.33,2,-0.791,#9467bd
4,16,40016,2,1,1.0,1.0,1,,#9467bd
4,17,40017,4,0,0.0,0.0,0,,#9467bd
5,0,50000,9,23,0.6389,5.11,8,-0.273,#8c564b
5,1,50001,8,23,0.8214,5.75,7,-0.377,#8c564b
5,2,50002,14,22,0.2418,3.14,9,-0.558,#8c564b
5,3,50003,13,14,0.1795,2.15,12,-0.794,#8c564b
5,4,50004,4,4,0.6667,2.0,3,-0.626,#8c564b
5,5,50005,10,15,0.3333,3.0,9,-0.638,#8c564b
5,6,50006,13,11,0.141,1.69,4,0.184,#8c564b
5,7,50007,14,11,0.1209,1.57,4,0.298,#8c564b
5,8,50008,6,6,0.4,2.0,4,-0.409,#8c564b
5,9,50009,7,9,0.4286,2.57,5,-0.478,#8c564b
5,10,50010,8,4,0.1429,1.0,2,-0.249,#8c564b
5,11,50011,5,6,0.6,2.4,3,-0.333,#8c564b
5,12,50012,3,2,0.6667,1.33,2,-0.502,#8c564b
6,0,60000,12,41,0.6212,6.83,10,-0.254,#e377c2
6,1,60001,24,61,0.221,5.08,21,-0.465,#e377c2
6,2,60002,11,33,0.6,6.0,10,-0.224,#e377c2
6,3,60003,9,19,0.5278,4.22,8,-0.435,#e377c2
6,4,60004,7,16,0.7619,4.57,6,-0.348,#e377c2
6,5,60005,12,20,0.303,3.33,7,-0.263,#e377c2
6,6,60006,11,15,0.2727,2.73,7,-0.386,#e377c2
6,7,60007,4,4,0.6667,2.0,3,0.153,#e377c2
6,8,60008,4,6,1.0,3.0,3,-0.333,#e377c2
6,9,60009,6,9,0.6,3.0,5,-0.507,#e377c2
6,10,60010,7,6,0.2857,1.71,3,0.125,#e377c2
6,11,60011,3,3,1.0,2.0,2,-0.5,#e377c2
7,0,70000,9,23,0.6389,5.11,8,-0.323,#7f7f7f
7,1,70001,12,15,0.2273,2.5,6,-0.227,#7f7f7f
7,2,70002,9,10,0.2778,2.22,7,-0.723,#7f7f7f
7,3,70003,12,13,0.197,2.17,4,0.205,#7f7f7f
7,4,70004,14,14,0.1538,2.0,4,0.122,#7f7f7f
7,5,70005,12,11,0.1667,1.83,5,-0.265,#7f7f7f
7,6,70006,12,11,0.1667,1.83,5,-0.378,#7f7f7f
7,7,70007,9,7,0.1944,1.56,3,-0.368,#7f7f7f
7,8,70008,8,4,0.1429,1.0,3,-0.704,#7f7f7f
7,9,70009,8,5,0.1786,1.25,4,-0.598,#7f7f7f
7,10,70010,7,7,0.3333,2.0,5,-0.739,#7f7f7f
7,11,70011,3,3,1.0,2.0,2,-0.5,#7f7f7f
8,0,80000,9,18,0.5,4.0,8,-0.625,#bcbd22
8,1,80001,12,15,0.2273,2.5,7,-0.493,#bcbd22
8,2,80002,11,13,0.2364,2.36,6,-0.462,#bcbd22
8,3,80003,11,13,0.2364,2.36,10,-0.708,#bcbd22
8,4,80004,13,10,0.1282,1.54,9,-0.882,#bcbd22
8,5,80005,10,9,0.2,1.8,6,-0.487,#bcbd22
8,6,80006,4,5,0.8333,2.5,3,-0.655,#bcbd22
8,7,80007,11,11,0.2,2.0,6,-0.643,#bcbd22
8,8,80008,7,7,0.3333,2.0,4,-0.498,#bcbd22
8,9,80009,5,7,0.7,2.8,4,-0.456,#bcbd22
8,10,80010,7,8,0.381,2.29,4,-0.091,#bcbd22
8,11,80011,3,3,1.0,2.0,2,-0.5,#bcbd22
8,12,80012,6,4,0.2667,1.33,4,-0.971,#bcbd22
8,13,80013,5,3,0.3,1.2,3,-0.996,#bcbd22
8,14,80014,5,6,0.6,2.4,4,-0.624,#bcbd22
8,15,80015,4,4,0.6667,2.0,3,0.227,#bcbd22
8,16,80016,4,2,0.3333,1.0,1,,#bcbd22
8,17,80017,4,3,0.5,1.5,3,-0.98,#bcbd22
8,18,80018,5,3,0.3,1.2,3,-0.987,#bcbd22
8,19,80019,5,1,0.1,0.4,1,,#bcbd22
8,20,80020,3,3,1.0,2.0,2,-0.5,#bcbd22
8,21,80021,3,2,0.6667,1.33,2,-0.984,#bcbd22
8,22,80022,4,0,0.0,0.0,0,,#bcbd22
9,0,90000,5,8,0.8,3.2,4,-0.488,#17becf
9,1,90001,8,19,0.6786,4.75,7,-0.38,#17becf
9,2,90002,17,38,0.2794,4.47,9,-0.033,#17becf
9,3,90003,17,30,0.2206,3.53,9,-0.05,#17becf
9,4,90004,8,14,0.5,3.5,7,-0.23,#17becf
9,5,90005,6,14,0.9333,4.67,5,-0.32,#17becf
9,6,90006,11,14,0.2545,2.55,6,-0.268,#17becf
9,7,90007,11,16,0.2909,2.91,6,-0.247,#17becf
9,8,90008,10,10,0.2222,2.0,6,-0.645,#17becf
9,9,90009,10,8,0.1778,1.6,4,-0.145,#17becf
9,10,90010,7,6,0.2857,1.71,4,-0.721,#17becf
9,11,90011,7,2,0.0952,0.57,2,-0.984,#17becf
9,12,90012,5,1,0.1,0.4,1,,#17becf
10,0,100000,10,20,0.4444,4.0,8,-0.392,#aec7e8
10,1,100001,13,26,0.3333,4.0,11,-0.327,#aec7e8
10,2,100002,14,22,0.2418,3.14,13,-0.588,#aec7e8
10,3,100003,15,19,0.181,2.53,8,-0.297,#aec7e8
10,4,100004,17,17,0.125,2.0,7,-0.154,#aec7e8
10,5,100005,9,10,0.2778,2.22,5,-0.504,#aec7e8
10,6,100006,11,4,0.0727,0.73,3,-0.397,#aec7e8
10,7,100007,5,7,0.7,2.8,4,-0.444,#aec7e8
10,8,100008,9,3,0.0833,0.67,2,0.068,#aec7e8
10,9,100009,5,4,0.4,1.6,4,-0.823,#aec7e8
10,10,100010,6,3,0.2,1.0,2,-0.445,#aec7e8
10,11,100011,8,4,0.1429,1.0,3,-0.57,#aec7e8
10,12,100012,6,2,0.1333,0.67,2,-0.976,#aec7e8
10,13,100013,6,3,0.2,1.0,2,-0.846,#aec7e8
10,-1,109999,2,1,1.0,1.0,1,,#aec7e8
11,0,110000,11,38,0.6909,6.91,10,-0.327,#ffbb78
11,1,110001,10,34,0.7556,6.8,9,-0.273,#ffbb78
11,2,110002,4,5,0.8333,2.5,3,-0.537,#ffbb78
11,3,110003,17,42,0.3088,4.94,12,-0.42,#ffbb78
11,4,110004,8,12,0.4286,3.0,7,-0.658,#ffbb78
11,5,110005,3,3,1.0,2.0,2,-0.5,#ffbb78
11,6,110006,10,2,0.0444,0.4,1,1.0,#ffbb78
11,7,110007,4,3,0.5,1.5,2,0.031,#ffbb78
11,8,110008,2,0,0.0,0.0,0,,#ffbb78
11,-1,119999,1,0,0.0,0.0,0,,#ffbb78
12,0,120000,8,24,0.8571,6.0,7,-0.246,#98df8a
12,1,120001,8,15,0.5357,3.75,6,-0.521,#98df8a
12,2,120002,14,16,0.1758,2.29,10,-0.507,#98df8a
12,3,120003,16,24,0.2,3.0,10,-0.407,#98df8a
12,4,120004,10,18,0.4,3.6,7,-0.323,#98df8a
12,5,120005,10,11,0.2444,2.2,8,-0.699,#98df8a
12,6,120006,11,11,0.2,2.0,5,-0.045,#98df8a
12,7,120007,9,7,0.1944,1.56,5,-0.754,#98df8a
12,8,120008,17,4,0.0294,0.47,2,-0.068,#98df8a
12,9,120009,8,3,0.1071,0.75,2,-0.902,#98df8a
12,10,120010,4,3,0.5,1.5,2,-0.475,#98df8a
12,11,120011,2,1,1.0,1.0,1,,#98df8a
13,0,130000,5,7,0.7,2.8,4,-0.657,#ff9896
13,1,130001,7,19,0.9048,5.43,6,-0.321,#ff9896
13,2,130002,6,13,0.8667,4.33,5,-0.364,#ff9896
13,3,130003,17,20,0.1471,2.35,7,-0.385,#ff9896
13,4,130004,11,6,0.1091,1.09,4,-0.536,#ff9896
13,5,130005,5,6,0.6,2.4,3,-0.186,#ff9896
13,6,130006,3,1,0.3333,0.67,1,,#ff9896
13,-1,139999,2,0,0.0,0.0,0,,#ff9896
14,0,140000,20,47,0.2474,4.7,17,-0.474,#c5b0d5
14,1,140001,9,21,0.5833,4.67,7,-0.345,#c5b0d5
14,2,140002,9,25,0.6944,5.56,8,-0.333,#c5b0d5
14,3,140003,14,27,0.2967,3.86,12,-0.466,#c5b0d5
14,4,140004,8,18,0.6429,4.5,7,-0.321,#c5b0d5
14,5,140005,11,15,0.2727,2.73,7,-0.506,#c5b0d5
14,6,140006,14,14,0.1538,2.0,7,-0.221,#c5b0d5
14,7,140007,7,9,0.4286,2.57,4,-0.041,#c5b0d5
14,8,140008,5,5,0.5,2.0,3,-0.425,#c5b0d5
14,9,140009,7,6,0.2857,1.71,3,-0.662,#c5b0d5
14,10,140010,7,6,0.2857,1.71,4,-0.5,#c5b0d5
14,11,140011,4,2,0.3333,1.0,2,-1.0,#c5b0d5
15,0,150000,11,23,0.4182,4.18,9,-0.555,#c49c94
15,1,150001,16,39,0.325,4.88,10,-0.199,#c49c94
15,2,150002,11,22,0.4,4.0,9,-0.216,#c49c94
15,3,150003,7,15,0.7143,4.29,6,-0.388,#c49c94
15,4,150004,7,13,0.619,3.71,6,-0.521,#c49c94
15,5,150005,5,10,1.0,4.0,4,-0.25,#c49c94
15,6,150006,4,3,0.5,1.5,3,-0.858,#c49c94
15,7,150007,6,12,0.8,4.0,5,-0.445,#c49c94
15,8,150008,6,8,0.5333,2.67,5,-0.487,#c49c94
15,9,150009,10,10,0.2222,2.0,7,-0.598,#c49c94
15,10,150010,9,8,0.2222,1.78,4,-0.24,#c49c94
15,11,150011,8,11,0.3929,2.75,6,-0.444,#c49c94
15,12,150012,4,4,0.6667,2.0,3,-0.71,#c49c94
15,13,150013,3,2,0.6667,1.33,2,-0.835,#c49c94
15,-1,159999,2,1,1.0,1.0,1,,#c49c94
16,0,160000,12,29,0.4394,4.83,11,-0.502,#f7b6d2
16,1,160001,11,37,0.6727,6.73,10,-0.437,#f7b6d2
16,2,160002,10,22,0.4889,4.4,9,-0.498,#f7b6d2
16,3,160003,8,14,0.5,3.5,7,-0.51,#f7b6d2
16,4,160004,8,14,0.5,3.5,7,-0.63,#f7b6d2
16,5,160005,9,20,0.5556,4.44,8,-0.369,#f7b6d2
16,6,160006,11,21,0.3818,3.82,8,-0.389,#f7b6d2
16,7,160007,10,14,0.3111,2.8,7,-0.43,#f7b6d2
16,8,160008,8,8,0.2857,2.0,4,-0.523,#f7b6d2
16,9,160009,6,10,0.6667,3.33,5,-0.435,#f7b6d2
16,10,160010,6,8,0.5333,2.67,5,-0.437,#f7b6d2
16,11,160011,4,5,0.8333,2.5,3,-0.602,#f7b6d2
16,12,160012,5,5,0.5,2.0,4,-0.71,#f7b6d2
16,13,160013,7,4,0.1905,1.14,3,-0.993,#f7b6d2
16,14,160014,6,7,0.4667,2.33,4,-0.438,#f7b6d2
16,15,160015,4,4,0.6667,2.0,3,-0.707,#f7b6d2
16,16,160016,3,3,1.0,2.0,2,-0.5,#f7b6d2
16,17,160017,3,2,0.6667,1.33,2,-0.926,#f7b6d2
17,0,170000,16,30,0.25,3.75,13,-0.494,#c7c7c7
17,1,170001,9,22,0.6111,4.89,8,-0.469,#c7c7c7
17,2,170002,8,15,0.5357,3.75,6,-0.321,#c7c7c7
17,3,170003,9,16,0.4444,3.56,7,-0.214,#c7c7c7
17,4,170004,19,14,0.0819,1.47,4,0.03,#c7c7c7
17,5,170005,14,12,0.1319,1.71,5,0.322,#c7c7c7
17,6,170006,10,14,0.3111,2.8,7,-0.459,#c7c7c7
17,7,170007,9,11,0.3056,2.44,8,-0.669,#c7c7c7
17,8,170008,8,9,0.3214,2.25,5,-0.625,#c7c7c7
17,9,170009,8,5,0.1786,1.25,5,-0.966,#c7c7c7
17,10,170010,8,7,0.25,1.75,4,-0.842,#c7c7c7
17,11,170011,3,2,0.6667,1.33,2,-0.91,#c7c7c7
17,12,170012,2,0,0.0,0.0,0,,#c7c7c7
18,0,180000,12,56,0.8485,9.33,11,-0.236,#dbdb8d
18,1,180001,18,44,0.2876,4.89,17,-0.6,#dbdb8d
18,2,180002,7,12,0.5714,3.43,6,-0.367,#dbdb8d
18,3,180003,12,22,0.3333,3.67,9,-0.462,#dbdb8d
18,4,180004,12,13,0.197,2.17,9,-0.575,#dbdb8d
18,5,180005,7,9,0.4286,2.57,5,-0.611,#dbdb8d
18,6,180006,6,7,0.4667,2.33,5,-0.764,#dbdb8d
18,7,180007,7,7,0.3333,2.0,4,-0.549,#dbdb8d
18,8,180008,9,6,0.1667,1.33,3,0.513,#dbdb8d
18,9,180009,4,1,0.1667,0.5,1,,#dbdb8d
18,10,180010,7,7,0.3333,2.0,4,-0.374,#dbdb8d
18,11,180011,6,0,0.0,0.0,0,,#dbdb8d
19,0,190000,17,32,0.2353,3.76,12,-0.699,#9edae5
19,1,190001,17,34,0.25,4.0,9,-0.148,#9edae5
19,2,190002,11,7,0.1273,1.27,3,0.165,#9edae5
19,3,190003,6,6,0.4,2.0,4,-0.647,#9edae5
19,4,190004,6,6,0.4,2.0,3,0.295,#9edae5
19,5,190005,6,5,0.3333,1.67,2,0.24,#9edae5
19,6,190006,8,8,0.2857,2.0,4,-0.166,#9edae5
19,7,190007,5,5,0.5,2.0,4,-0.782,#9edae5
19,8,190008,6,4,0.2667,1.33,4,-0.972,#9edae5
19,9,190009,4,1,0.1667,0.5,1,,#9edae5
19,10,190010,5,7,0.7,2.8,4,-0.221,#9edae5
19,11,190011,5,3,0.3,1.2,3,-0.997,#9edae5
19,12,190012,3,1,0.3333,0.67,1,,#9edae5
20,0,200000,10,14,0.3111,2.8,6,-0.646,#1f77b4
20,1,200001,13,16,0.2051,2.46,10,-0.456,#1f77b4
20,2,200002,8,10,0.3571,2.5,7,-0.791,#1f77b4
20,3,200003,6,5,0.3333,1.67,4,-0.77,#1f77b4
20,4,200004,8,6,0.2143,1.5,3,0.223,#1f77b4
20,5,200005,11,7,0.1273,1.27,4,-0.144,#1f77b4
20,6,200006,8,4,0.1429,1.0,3,-0.659,#1f77b4
20,7,200007,5,4,0.4,1.6,4,-0.903,#1f77b4
20,8,200008,4,3,0.5,1.5,3,-0.681,#1f77b4
20,9,200009,4,3,0.5,1.5,3,-0.832,#1f77b4
20,11,200011,5,3,0.3,1.2,2,-0.33,#1f77b4
20,12,200012,2,1,1.0,1.0,1,,#1f77b4
20,13,200013,3,2,0.6667,1.33,2,-0.976,#1f77b4
20,14,200014,2,1,1.0,1.0,1,,#1f77b4
20,-1,209999,2,1,1.0,1.0,1,,#1f77b4
21,0,210000,15,13,0.1238,1.73,5,-0.287,#ff7f0e
21,1,210001,9,13,0.3611,2.89,6,-0.34,#ff7f0e
21,2,210002,9,8,0.2222,1.78,4,-0.206,#ff7f0e
21,3,210003,7,7,0.3333,2.0,5,-0.593,#ff7f0e
21,4,210004,10,9,0.2,1.8,4,-0.323,#ff7f0e
21,5,210005,7,6,0.2857,1.71,5,-0.724,#ff7f0e
21,6,210006,9,9,0.25,2.0,5,-0.579,#ff7f0e
21,7,210007,7,9,0.4286,2.57,4,-0.459,#ff7f0e
21,8,210008,6,10,0.6667,3.33,4,-0.333,#ff7f0e
21,9,210009,3,3,1.0,2.0,2,-0.5,#ff7f0e
21,10,210010,4,4,0.6667,2.0,3,-0.627,#ff7f0e
21,11,210011,2,1,1.0,1.0,1,,#ff7f0e
21,12,210012,7,5,0.2381,1.43,5,-0.986,#ff7f0e
21,13,210013,4,3,0.5,1.5,2,-0.489,#ff7f0e
22,0,220000,18,80,0.5229,8.89,16,-0.385,#2ca02c
22,1,220001,8,19,0.6786,4.75,7,-0.405,#2ca02c
22,2,220002,19,80,0.4678,8.42,16,-0.265,#2ca02c
22,3,220003,13,28,0.359,4.31,10,-0.463,#2ca02c
22,4,220004,8,13,0.4643,3.25,7,-0.722,#2ca02c
22,5,220005,9,23,0.6389,5.11,7,-0.221,#2ca02c
22,6,220006,13,40,0.5128,6.15,12,-0.377,#2ca02c
22,7,220007,12,31,0.4697,5.17,10,-0.337,#2ca02c
22,8,220008,5,10,1.0,4.0,4,-0.25,#2ca02c
22,9,220009,11,7,0.1273,1.27,3,0.078,#2ca02c
23,0,230000,11,16,0.2909,2.91,6,-0.234,#d62728
23,1,230001,7,11,0.5238,3.14,5,-0.364,#d62728
23,2,230002,11,18,0.3273,3.27,10,-0.583,#d62728
23,3,230003,10,14,0.3111,2.8,7,-0.458,#d62728
23,4,230004,10,12,0.2667,2.4,5,-0.076,#d62728
23,5,230005,10,13,0.2889,2.6,7,-0.729,#d62728
23,6,230006,12,8,0.1212,1.33,5,-0.44,#d62728
23,7,230007,13,11,0.141,1.69,8,-0.686,#d62728
23,8,230008,8,12,0.4286,3.0,7,-0.603,#d62728
23,9,230009,7,9,0.4286,2.57,5,-0.571,#d62728
23,10,230010,6,7,0.4667,2.33,3,0.128,#d62728
23,11,230011,9,6,0.1667,1.33,3,-0.249,#d62728
23,12,230012,4,3,0.5,1.5,3,-0.925,#d62728
23,13,230013,2,1,1.0,1.0,1,,#d62728
24,0,240000,14,35,0.3846,5.0,12,-0.499,#9467bd
24,1,240001,15,24,0.2286,3.2,9,-0.453,#9467bd
24,2,240002,12,16,0.2424,2.67,10,-0.696,#9467bd
24,3,240003,5,6,0.6,2.4,3,-0.155,#9467bd
24,4,240004,9,11,0.3056,2.44,5,-0.312,#9467bd
24,5,240005,10,12,0.2667,2.4,6,-0.532,#9467bd
24,6,240006,7,6,0.2857,1.71,4,-0.079,#9467bd
24,7,240007,9,9,0.25,2.0,7,-0.669,#9467bd
24,8,240008,4,3,0.5,1.5,3,-0.592,#9467bd
24,9,240009,9,10,0.2778,2.22,6,-0.435,#9467bd
24,10,240010,10,6,0.1333,1.2,3,0.094,#9467bd
24,11,240011,6,6,0.4,2.0,4,-0.647,#9467bd
24,12,240012,8,4,0.1429,1.0,2,0.053,#9467bd
24,13,240013,7,1,0.0476,0.29,1,,#9467bd
25,0,250000,14,45,0.4945,6.43,12,-0.43,#8c564b
25,1,250001,7,13,0.619,3.71,6,-0.391,#8c564b
25,2,250002,17,15,0.1103,1.76,6,-0.261,#8c564b
25,3,250003,10,16,0.3556,3.2,8,-0.51,#8c564b
25,4,250004,10,9,0.2,1.8,6,-0.622,#8c564b
25,5,250005,7,6,0.2857,1.71,3,-0.319,#8c564b
25,6,250006,8,4,0.1429,1.0,1,1.0,#8c564b
25,7,250007,5,3,0.3,1.2,3,-0.921,#8c564b
25,8,250008,7,1,0.0476,0.29,1,,#8c564b
25,9,250009,3,0,0.0,0.0,0,,#8c564b
26,0,260000,9,21,0.5833,4.67,7,-0.209,#e377c2
26,1,260001,17,22,0.1618,2.59,9,-0.49,#e377c2
26,2,260002,8,10,0.3571,2.5,5,-0.154,#e377c2
26,3,260003,3,1,0.3333,0.67,1,,#e377c2
26,4,260004,5,6,0.6,2.4,4,-0.687,#e377c2
26,5,260005,5,4,0.4,1.6,3,-0.326,#e377c2
26,6,260006,8,3,0.1071,0.75,1,1.0,#e377c2
26,7,260007,2,0,0.0,0.0,0,,#e377c2
27,0,270000,5,9,0.9,3.6,4,-0.368,#7f7f7f
27,1,270001,11,18,0.3273,3.27,8,-0.375,#7f7f7f
27,2,270002,10,14,0.3111,2.8,7,-0.537,#7f7f7f
27,3,270003,10,11,0.2444,2.2,6,-0.502,#7f7f7f
27,4,270004,7,15,0.7143,4.29,6,-0.317,#7f7f7f
27,5,270005,7,8,0.381,2.29,5,-0.536,#7f7f7f
27,6,270006,7,10,0.4762,2.86,5,-0.473,#7f7f7f
27,7,270007,8,8,0.2857,2.0,4,-0.257,#7f7f7f
27,8,270008,9,8,0.2222,1.78,5,-0.657,#7f7f7f
27,9,270009,6,8,0.5333,2.67,5,-0.517,#7f7f7f
27,10,270010,5,5,0.5,2.0,4,-0.782,#7f7f7f
27,11,270011,7,7,0.3333,2.0,4,-0.514,#7f7f7f
27,12,270012,4,4,0.6667,2.0,3,-0.64,#7f7f7f
27,13,270013,4,5,0.8333,2.5,3,-0.426,#7f7f7f
27,14,270014,3,2,0.6667,1.33,2,-0.889,#7f7f7f
27,15,270015,3,2,0.6667,1.33,2,-1.0,#7f7f7f
27,-1,279999,2,1,1.0,1.0,1,,#7f7f7f
28,0,280000,5,10,1.0,4.0,4,-0.25,#bcbd22
28,1,280001,13,33,0.4231,5.08,10,-0.261,#bcbd22
28,2,280002,8,10,0.3571,2.5,7,-0.562,#bcbd22
28,3,280003,14,13,0.1429,1.86,7,-0.486,#bcbd22
28,4,280004,17,15,0.1103,1.76,8,-0.406,#bcbd22
28,5,280005,12,14,0.2121,2.33,7,-0.555,#bcbd22
28,6,280006,9,12,0.3333,2.67,6,-0.309,#bcbd22
28,7,280007,8,9,0.3214,2.25,6,-0.354,#bcbd22
28,8,280008,9,7,0.1944,1.56,4,-0.146,#bcbd22
28,9,280009,9,11,0.3056,2.44,7,-0.637,#bcbd22
28,10,280010,7,8,0.381,2.29,6,-0.747,#bcbd22
28,11,280011,8,6,0.2143,1.5,4,-0.678,#bcbd22
28,12,280012,8,7,0.25,1.75,3,0.054,#bcbd22
29,0,290000,12,46,0.697,7.67,11,-0.262,#17becf
29,1,290001,10,15,0.3333,3.0,9,-0.741,#17becf
29,2,290002,11,20,0.3636,3.64,9,-0.505,#17becf
29,3,290003,18,18,0.1176,2.0,10,-0.558,#17becf
29,4,290004,10,21,0.4667,4.2,7,-0.361,#17becf
29,5,290005,5,6,0.6,2.4,3,-0.302,#17becf
29,6,290006,7,8,0.381,2.29,3,-0.57,#17becf
29,7,290007,8,5,0.1786,1.25,4,-0.602,#17becf
29,8,290008,6,3,0.2,1.0,2,-0.5,#17becf
29,9,290009,8,2,0.0714,0.5,2,-0.947,#17becf
29,10,290010,3,3,1.0,2.0,2,-0.5,#17becf
29,11,290011,4,3,0.5,1.5,2,-0.5,#17becf
29,13,290013,3,0,0.0,0.0,0,,#17becf
29,-1,299999,4,1,0.1667,0.5,1,,#17becf
30,0,300000,8,13,0.4643,3.25,7,-0.584,#aec7e8
30,1,300001,6,12,0.8,4.0,5,-0.347,#aec7e8
30,2,300002,4,6,1.0,3.0,3,-0.333,#aec7e8
30,3,300003,17,14,0.1029,1.65,7,-0.337,#aec7e8
30,4,300004,10,16,0.3556,3.2,7,-0.435,#aec7e8
30,5,300005,14,13,0.1429,1.86,5,-0.142,#aec7e8
30,6,300006,7,10,0.4762,2.86,5,-0.489,#aec7e8
30,7,300007,9,7,0.1944,1.56,5,-0.667,#aec7e8
30,8,300008,8,8,0.2857,2.0,4,0.035,#aec7e8
30,9,300009,6,6,0.4,2.0,5,-0.746,#aec7e8
30,10,300010,9,6,0.1667,1.33,4,-0.406,#aec7e8
30,11,300011,7,6,0.2857,1.71,4,-0.398,#aec7e8
30,12,300012,6,4,0.2667,1.33,3,-0.635,#aec7e8
30,13,300013,4,3,0.5,1.5,2,-0.464,#aec7e8
30,-1,309999,2,1,1.0,1.0,1,,#aec7e8
31,0,310000,10,39,0.8667,7.8,9,-0.292,#ffbb78
31,1,310001,5,8,0.8,3.2,4,-0.52,#ffbb78
31,2,310002,9,28,0.7778,6.22,8,-0.197,#ffbb78
31,3,310003,11,35,0.6364,6.36,9,-0.24,#ffbb78
31,4,310004,16,48,0.4,6.0,14,-0.31,#ffbb78
31,5,310005,9,21,0.5833,4.67,8,-0.32,#ffbb78
31,6,310006,5,9,0.9,3.6,4,-0.422,#ffbb78
31,7,310007,5,8,0.8,3.2,4,-0.318,#ffbb78
31,8,310008,7,16,0.7619,4.57,6,-0.353,#ffbb78
31,9,310009,9,16,0.4444,3.56,7,-0.439,#ffbb78
31,10,310010,6,13,0.8667,4.33,5,-0.369,#ffbb78
31,11,310011,4,6,1.0,3.0,3,-0.333,#ffbb78
31,12,310012,8,16,0.5714,4.0,5,-0.147,#ffbb78
31,13,310013,3,3,1.0,2.0,2,-0.5,#ffbb78
31,14,310014,4,4,0.6667,2.0,3,0.114,#ffbb78
31,-1,319999,2,1,1.0,1.0,1,,#ffbb78
32,0,320000,23,42,0.166,3.65,13,-0.192,#98df8a
32,1,320001,12,25,0.3788,4.17,11,-0.577,#98df8a
