de_tema,a_tema,termino_interno,termino_externo,weight
12,22,sumar,presidenta,7
12,22,formacion,presidenta,6
12,23,nacional,fortalecer,15
12,23,nacional,entidad,15
12,23,comercio,fortalecer,8
12,24,militarizado,academia,20
12,24,militarizado,muerte,13
12,24,nacional,defensa,11
12,25,militarizado,escuela,23
12,25,sep,escuela,16
12,25,militarizado,caso,14
13,0,continuar,tampico,21
13,0,local,tampico,20
13,0,entrega,tampico,19
13,1,continuar,dafne,15
13,1,programa,americo,14
13,1,entrega,recibir,8
13,2,programa,servicio,6
13,2,economia,mexico,6
13,2,continuar,mexico,6
13,3,programa,federal,6
13,3,programa,apoyar,6
13,4,local,empresa,10
13,4,manana,comenzar,7
13,4,distintivo,empresa,6
13,7,programa,atencion,8
13,7,avenida,hidalgo,8
13,7,cuyo,pesos,6
13,8,continuar,mantener,6
13,8,programa,administracion,6
13,9,pavimentacion,ano,14
13,9,puerta,ano,10
13,9,pavimentacion,espera,8
13,10,medio,ambiente,11
13,10,continuar,tamaulipas,11
13,10,medio,tamaulipas,9
13,11,entrega,anaya,9
13,11,programa,mujeres,7
13,11,pavimentacion,miramar,6
13,12,continuar,nacional,10
13,12,colegio,militarizado,6
13,14,programa,gobierno,15
13,14,ciudadano,gobierno,7
13,14,abrir,gobierno,7
13,15,martes,agosto,6
13,16,programa,camino,10
13,16,programa,jaumave,9
13,16,programa,rehabilitar,8
13,17,programa,estatal,9
13,17,pavimentacion,entregar,8
13,17,continuar,region,6
13,18,programa,municipio,9
13,18,continuar,ciudad,9
13,18,local,ciudad,7
13,19,local,comercial,7
13,19,local,dia,6
13,19,manana,dia,6
13,20,puerta,laguna,13
13,20,pavimentacion,laguna,12
13,20,avenida,laguna,12
13,21,programa,gente,7
13,21,colegio,militar,7
13,22,programa,presidenta,12
13,22,local,presidenta,8
13,22,entrega,presidenta,6
13,23,programa,bienestar,21
13,23,local,fortalecer,16
13,23,entrega,fortalecer,13
13,24,capacidad,general,7
13,24,manana,audiencia,7
13,24,continuar,yanina,7
13,25,continuar,caso,7
13,25,continuar,proceso,6
14,0,gobierno,tampico,36
14,0,gobierno,villarreal,30
14,0,gobierno,municipal,30
14,1,gobierno,americo,16
14,1,gobierno,gobernador,15
14,1,claudia,americo,12
14,2,gobierno,mexico,29
14,2,claudia,mexico,21
14,2,gas,mexico,7
14,3,claudia,pardo,28
14,3,gobierno,federal,13
14,3,claudia,impulsado,8
14,5,gobierno,deber,13
14,5,gobierno,pasar,13
14,5,gobierno,querer,10
14,6,gobierno,estrategia,7
14,6,historia,orgullo,6
14,7,gas,natural,13
14,7,gobierno,atencion,11
14,7,gobierno,millon,10
14,8,gobierno,educacion,7
14,8,gobierno,resolver,6
14,8,social,administracion,6
14,9,gobierno,ano,20
14,9,negocio,ano,9
14,9,pasion,jaiba,7
14,10,gobierno,tamaulipas,42
14,10,gobierno,jornada,20
14,10,claudia,tamaulipas,17
14,11,social,red,15
14,11,gobierno,anaya,13
14,11,gobierno,verano,9
14,12,gobierno,nacional,25
14,12,claudia,nacional,15
14,12,gobierno,sumar,10
14,13,gobierno,programa,15
14,13,gobierno,ciudadano,7
14,13,gobierno,abrir,7
14,15,gobierno,metro,7
14,15,gobierno,mexicano,7
14,15,gobierno,encabezado,7
14,16,gobierno,secretaria,11
14,16,gobierno,seguridad,10
14,16,gobierno,autoridad,9
14,17,gobierno,estatal,15
14,17,social,seguro,9
14,17,gobierno,ciento,7
14,18,gobierno,ciudad,10
14,18,negocio,ciudad,7
14,18,gobierno,municipio,6
14,19,gobierno,dia,8
14,19,social,lograr,6
14,19,historia,convertir,6
14,20,historia,vivir,6
14,20,gobierno,colonia,6
14,21,claudia,sheinbaum,56
14,21,gobierno,reforestacion,13
14,21,gobierno,sheinbaum,10
14,22,claudia,presidenta,46
14,22,gobierno,presidenta,29
14,22,gobierno,construir,9
14,23,gobierno,fortalecer,20
14,23,gobierno,bienestar,17
