posicion_id,tema_id,rank,usuario,plataforma,fecha,texto,engagement
T04_P2,4,2,Twitter::@2ositoo,Twitter,2026-07-22T17:06:01Z,Un homicidio en una academia militarizada que da cursos de verano en Tamaulipas Tampico ciudad Madero y qué creen salieron más delitos y las fiscalías no han detenido ni molestado absolutamente a nadie Por qué tienen contubernio con las autoridades de morena ¡Nuevo testimonio! Exalumno revela las garves irregularidades y maltratos en la #AcademiaDoenitz de #CiudadMadero. Teme por la seguridad de una compañera interna,9
T04_P2,4,3,YouTube::@shadowmxli,YouTube,2026-07-23T04:24:14Z,Na aquy no hay persecución mejor se hubiera quedado en sandiego con su hija  Ruffo hay muchas cosas que nose saben de el mejor que no diga nada y que acepte la culpa.. acá en BCse sabe todo lo que nose sabe en el senado uno de tantos es combustible pero hay más cosas ... Y pues el no se mandaba solo no movía ni un litro si no le autorizaban los de Tampico pero nunca va hablar es leal el se va con su verdad... Y en ot,1
T04_P2,4,4,YouTube::@MrCharrito58,YouTube,2026-07-21T01:44:33Z,"Deben de detener a todos  ahí saldrá la verdad ,ni es posible que pase eso y pena máxima a los responsables por no decir ojoxojo",1
T05_P1,5,1,YouTube::@VeronicaRodriguezcervant-l6g2l,YouTube,2026-07-17T22:54:13Z,"Qué importa en qué ciudades este esa mendiga academia militarizada qué más da lugar todas esas academias militarizadas torturan a los adolescentes, no es la primera vez que sucede hace poco escuché también que dentro de la academia militarizada que no sé de dónde mataron a un adolescente peso ya es muy frecuente por favor ese tipo ese tipo de academias hay bullying malvados que torturan a sus estudiantes se los traen",11
T05_P1,5,2,Twitter::@2ositoo,Twitter,2026-07-22T17:06:01Z,Un homicidio en una academia militarizada que da cursos de verano en Tamaulipas Tampico ciudad Madero y qué creen salieron más delitos y las fiscalías no han detenido ni molestado absolutamente a nadie Por qué tienen contubernio con las autoridades de morena ¡Nuevo testimonio! Exalumno revela las garves irregularidades y maltratos en la #AcademiaDoenitz de #CiudadMadero. Teme por la seguridad de una compañera interna,9
T05_P1,5,3,Twitter::@Milenio,Twitter,2026-07-29T05:09:14Z,"""Vamos a darle el voto de confianza"": Laura Martínez, abuela de Dafne, pidió justicia al gobernador Américo Villarreal durante un evento público y le exigió que el caso no quede impune. #MILENIO22h con @AlexDominguezB",7
T05_P1,5,4,Twitter::@envozmxoficial,Twitter,2026-07-29T02:27:55Z,"Juana Laura Martínez, abuela de Dafne Zapata Quintos, encaró al gobernador Tamaulipas, Américo Villarreal, para exigir justicia por el feminicidio de la joven, ocurrido en una academia militar VIDEO: Grupo Fórmula",6
T06_P1,6,1,YouTube::@Origendelavida-qt6bn,YouTube,2026-07-17T22:01:13Z,"Esas no son escuelas militarizadas, son puro viejo con conocimiento ó desertores, pero no es lo mismo a la marina y el ejército. No se hagan ilusiones. Eviten inscribir a sus hijos, la gente tiene la culpa por confiarse de todos,  incluso de los curitas.",117
T06_P1,6,2,YouTube::@rosalbacastellanos3845,YouTube,2026-07-17T23:05:37Z,"Y todavía  pagan para que no les den comida y maltraten.<br> Yo ni a un retiro espiritual deje ir a mi hija, como la voy a dejar ir a un lugar donde no se le permitira hablar conmigo a la hora que lo deseo y faltar a dormir <br>Si buscan disciplina pues desde casa se nota que toda  escuela va sobre el dinero.<br><br>Trabaje en un guarderia privada donde cobran muy bien y los malpasan mucho a los niños todos traen ham",112
T06_P1,6,3,YouTube::@Atlas3ISam,YouTube,2026-07-18T10:18:40Z,"Deben cerciorarse que no hubo abuso sexual, que le hagan examenes antes de enterrar el cuerpo",94
T06_P1,6,4,YouTube::@marianamontalvo7530,YouTube,2026-07-19T02:50:42Z,"El director debe ser detenido por las autoridades .<br>O estàn esperando a que se de a la fuga ?<br>Bueno con esto vean padres y madres merece la pena entregar en manos de ese tipo de personas  la integridad , la dignidad y la vida de sus hijos e hijos hijas ?<br>Los hijos e hijas son lo mas hermoso y valioso que podemos tener.",85
T06_P2,6,1,YouTube::@ElizaLeon-q2z,YouTube,2026-07-17T23:17:27Z,"Hay un podcast de un alumno llamado Erick donde el también paso lo mismo en una escuela militarizada, cerraron el plantel y uyeron los disque maestros llamados mayores que ni cargo tenían. Porfavor ya no metan a sus hijos en esas escuelas por qué siempre pasa lo mismo son las mismas personas",241
T06_P2,6,2,YouTube::@LuisTorres-kl1zv,YouTube,2026-07-18T01:14:52Z,"Los instructores militares con el argumento de disciplinar humillan, golpean y hasta violan niños y niñas y salen de ahí traumados por estos energumenos y callan😢",111
T06_P2,6,3,YouTube::@manuelmoralesleal6075,YouTube,2026-07-18T00:29:37Z,Que tienen en la cabeza los papás que mandan a sus hijos a ese tipo de escuelas ??,57
T06_P2,6,4,YouTube::@RileyBeppler69,YouTube,2026-07-19T02:19:33Z,"Deberían cerrar esos colegios militarizados ya han pasado varias veces accidentes similares en otros colegios o campamentos militarizados<br>Si quieren tener una educación más enfocada a la vida cívico militar entren al Heroico colegio militar o directamente al ejército, marina o fuerza aérea<br><br>Unos chicos de bachillerato jamás serán militares, o como el niño que murió en un campamento militarizado administrado ",47
T06_P3,6,1,YouTube::@marthaverduzco8467,YouTube,2026-07-18T02:54:56Z,Ya habian matado a un niño el año pasado cuando fue a un campamento no le dieron agua y lo arrastraron con piedras. <br>Por favor padres de familia no lleven a sus hijos a estas escuelas militarizadas son un gran peligro.<br>Mejor tengan a sus hijos en casa y para que no se lamenten despues.,295
T06_P3,6,2,YouTube::@samiamendoza2332,YouTube,2026-07-17T23:45:33Z,"Yo tengo tres hijos y nunca me ah latido eso de mandarlos en vacaciones a campamentos o academias,  o cursos de verano,pienso que mínimo esos días que tienen libres es para estar con la familia y no ir a dejarlos en manos de no se quien, hay que ser más empáticos y amoros y pacientes con nuestros hijos para luego lo estar lamentando tragedias como esta.",181
T06_P3,6,3,YouTube::@angelicaacevedo4975,YouTube,2026-07-19T03:30:46Z,Los padres qué tienen  en su CABEZOTA  para mandar a sus hij@s a esos lugares??,96
T06_P3,6,4,YouTube::@acs3452,YouTube,2026-07-18T02:29:53Z,"NI LOCA!! Dejo a un hijo menor de edad en algun lugar desconocido, ni en iglesias ni retiros espirituales ni  en excursiones o cursos de verano ,en estos lugares donde los torturan",56
T07_P1,7,1,TikTok::mariojuarezreporta,TikTok,2026-07-21T18:31:04Z,"\ud83d\udea8 #CasoDafne | La alcaldesa de #Tampico, Mónica Villarreal Anaya, lamentó el fallecimiento de Dafne y expresó su solidaridad con la familia. Aunque el caso ocurrió en #CiudadMadero, la presidenta municipal señaló que el Ayuntamiento de Tampico está dispuesto a colaborar con las autoridades. #Tamaulipas, #Noticias.",551
T07_P1,7,2,Instagram::olgapsosa,Instagram,2026-07-21T18:07:50Z,"La Firma de Pacto por la Prosperidad, la Justicia Económica y la Seguridad en #Tampico, #Tamaulipas, refuerza la sinergía entre el sector comercial con el gobierno y la sociedad organizada. En Tampico 🦀 los indicadores de seguridad dan tranquilidad a las familias para aperturar y ampliar las inversiones, para atraer capitales y detonar las capacidades locales para impulsar la economía con prosperidad compartida. Enho",459
T07_P1,7,3,Instagram::olgapsosa,Instagram,2026-07-29T01:13:22Z,"Con la presidenta municipal @monicavtampico y la diputada local presidenta de la comisión de igualdad de género y de la diversidad @lux_deosdady; hacemos equipo por la igualdad sustantiva en #Tampico 🦀, la tierra que me vio nacer. 💟",426
T07_P1,7,4,Instagram::olgapsosa,Instagram,2026-07-22T02:45:58Z,Lo #HechoEnTampico está mejor hecho. Tercera entrega del distintivo para fortalecer los emprendimientos de nuestro querido puerto jaibo 🦀 Agradezco la invitación a la presidenta municipal Mónica Villarreal Anaya.,406
T07_P2,7,1,Twitter::@CodigoMagentaMx,Twitter,2026-07-28T02:13:18Z,"Incendio en #Matamoros abre cuestionamientos por presunto cobro de piso En Matamoros, #Tamaulipas un incendio consumió por lo menos cuarenta unidades de reparto de #Sabritas, una filial de @PepsiCoMex. De acuerdo a reportes de la prensa local, el incidente estaría relacionado al cobro de piso del #CártelDelGolfo. La semana pasada se reportó el secuestro de uno de los repartidores de la empresa.",4940
T07_P2,7,2,Twitter::@JJDiazMachuca,Twitter,2026-07-28T11:30:57Z,"UNA REFINERÍA CLANDESTINA A 1.5 KM DE LA GUARDIA NACIONAL… ¿Y NADIE LA DETECTÓ DURANTE TANTO TIEMPO? Ahora resulta que una refinería clandestina con millones de litros de hidrocarburos, a sólo 1.5 km de la Guardia Nacional, pasó tanto tiempo sin que la detectaran ni el gobierno de López Obrador, ni el de Claudia Sheinbaum, ni el gobernador Américo Villarreal, ni la Guardia Nacional. Ja, ja, ja. Quieren que los ciudad",3653
T07_P2,7,3,Twitter::@MLopezSanMartin,Twitter,2026-07-29T05:10:31Z,"“Es el paraíso de narcolandia”, @FDoringCasar Cuestiona que autoridades no detectaran la refinería clandestina en Reynosa pese a que era conocida por la población Señala a Américo Villarreal y al gobierno municipal por la falta de respuestas @adnnoticiasmx",228
T07_P2,7,4,Instagram::ucmtampico,Instagram,2026-07-21T19:19:49Z,"🏅 Hoy recibimos con orgullo el distintivo “𝐇𝐞𝐜𝐡𝐨 𝐞𝐧 𝐓𝐚𝐦𝐩𝐢𝐜𝐨”, un reconocimiento que nos inspira a seguir elevando el nombre de nuestra ciudad. Gracias al Gobierno Municipal de Tampico @tampicogob por este distintivo que reafirma nuestro compromiso con la educación, el desarrollo profesional y el crecimiento de nuestra región. 𝑷𝙤𝒓𝙦𝒖𝙚 𝙡𝒐 𝒉𝙚𝒄𝙝𝒐 𝒆𝙣 𝙏𝒂𝙢𝒑𝙞𝒄𝙤 𝙚𝒔𝙩𝒂́ 𝒃𝙞𝒆𝙣 𝙝𝒆𝙘𝒉𝙤. 💙🎓 #HechoEnTampico #SomosUCM",99
T08_P1,8,1,YouTube::@nenajaime7967,YouTube,2026-07-28T15:05:03Z,"La de la HUACHICOLERIA DE NUEVO LEON, la desarmaron en 3 días, LA REPORTÓ MAGENTA HACE 3 SEMANAS!!!!!",37
T08_P1,8,2,YouTube::@JesusRodriguez-rw6fy,YouTube,2026-07-28T15:44:35Z,"Por favor, son los narco políticos los verdaderos criminales, López Obrador es el principal criminal del país, solo recuerden como mando comprar 800 pipas, para trasladar combustible, dónde están esas pipas, pues son las que se usan para trasladar combustible, por qué López Obrador es el verdadero criminal.",3
T08_P1,8,3,YouTube::@albertootero704,YouTube,2026-07-26T09:56:25Z,y dice Claudia que la derecha miente al decir que su gobierno o forma de gobernar es corrupto <br>Claudia solo es Presidenta de AMLO y de la secta de morena vive para encubrir y proteger a estos narcopoliticos corruptos traidores a los Mexicanos,2
T08_P1,8,4,YouTube::@carlospachano6253,YouTube,2026-07-29T16:19:54Z,"Hay algo muy raro, que está haciendo la fiscalía, cuando consideran que no es necesario investigar al  director del &quot;&quot; supuesto comandante &quot;&quot; del Centro de tortura y violación que era la llamada Academia Militarizada. Pareciera que están dilatando y protegiendo a algunas personas.como es el caso de la banda de los Mora que han Sido mencionados por muchos testigos, no han sido nombrados y , paredes",1
T09_P1,9,1,Instagram::tampico.noticias,Instagram,2026-07-19T17:08:00Z,"Mamá de Dafne Quintos exige justicia por el fallecimiento de su hija dentro de la Academia Militarizada de Marina Doenitz en Ciudad Madero (Tampico, Tamaulipas). Presuntos responsables: director Jorge Luis Ponce y la sargento Estrella Mora. #tampico #ciudadmadero #chisme",105
T09_P1,9,2,Twitter::@lajornadaonline,Twitter,2026-07-29T03:10:59Z,"Una jueza vinculó a proceso a Dana Yanina por su presunta participación en el feminicidio de Dafne Zapata, adolescente fallecida durante un campamento de la escuela militarizada Doenitz, en Tamaulipas. La resolución permite que continúe el proceso penal, pero no representa una sentencia condenatoria. La abuela de Dafne exigió justicia al gobernador Américo Villarreal y pidió resultados concretos: “Justicia es lo que ",71
T09_P1,9,3,Instagram::tampico.noticias,Instagram,2026-07-26T10:19:24Z,"Jorge Luis Ponce Ortega y Estrella Mora fueron detenidos como responsables del caso de Dafne Zapata Quintos en la Academia Doenitz, Ciudad Madero. Agentes los trasladaron al centro de justicia de Altamira. (Tampico, Tamaulipas) #justiciaparadafne #tampico #tamaulipas",15
T09_P1,9,4,Instagram::tampico.noticias,Instagram,2026-07-20T13:27:28Z,"Justicia para Dafne Quintos: Escándalo en la Academia Militarizada de Marina Doenitz en Ciudad Madero (Tampico, Tamaulipas) #tampico #ciudadmadero #tamaulipas",14
T09_P2,9,1,YouTube::@marianacabrera1486,YouTube,2026-07-18T00:41:16Z,"No hay ninguna recreación en un sistema que pretende tratar militarmente a niños. Ningún lugar que por &quot;disciplina&quot; te impide mantener comunicación con tu menor es de fiar. Cómo es que las autoridades no detuvieron, en ese momento, a la persona responsable.",50
T09_P2,9,2,YouTube::@rebecaLM4318,YouTube,2026-07-19T03:01:04Z,"Pues la abuela se ve muy afectada ....pero la mamá lo cuenta como si fuera chisme, ademas la doña muy cómoda le dicen q su hija tuvo un percance y ella no fue a percatarse d lo que pasaba. Que caigan los responsables de la escuela y la mamá",7
T09_P2,9,3,YouTube::@rebecaLM4318,YouTube,2026-07-18T02:18:22Z,Porque la mamá no fue a verla cuando.le avisaron  del percance?? Porque la mamá autoriza qje la saquen y lleven a un médico y ella no va???........irresponsabilidad y falta de amor de la madre y no tiene nombre la negligencia con que opera la &quot;escuela&quot;,7
T09_P2,9,4,YouTube::@josemandujano7626,YouTube,2026-07-18T03:18:08Z,Se tiene Que Hacer justicia por seguridad de las familias dañadas para Que se tenga más cuidado 👀 y respetar  a esa familias yo soy mexicano del Estado de Guanajuato saludos desde la ciudad de Los Ángeles California México 🇲🇽 fuerza 💪 Oro,6
T10_P1,10,1,YouTube::@jkhaulingandjunkremovalser4303,YouTube,2026-07-22T23:50:51Z,Lo que ase un hospital bueno es su gente humanista que trabaja. Sea privado o gratis el hospital. Feicidades Mexico,10
T10_P1,10,2,Twitter::@VaxTamaulipas,Twitter,2026-07-22T11:05:00Z,"#cdmx #reynosa #cdvictoria #matamoros «TOMENLES FOTOS: REYNOSA NO OCUPA MESAS de COORDINACION de PAZ, sino un GOBERNADOR que deje de COORDINAR CRIMEN y GOBIERNO… las mesas son como misas de domingo del narcoestado laico.» https://valortamaulipeco.com/2026/07/22/tomenles-fotos-reynosa-no-ocupa-mesas-de-coordinacion-de-paz-sino-un-gobernador-que-deje-de-coordinar-crimen-y-gobierno/…",9
T10_P1,10,3,TikTok::tamaulipas.al.dia,TikTok,2026-07-21T12:11:28Z,#Matamoros l ▪️\ud835\udde6\ud835\ude02́\ud835\uddfd\ud835\uddf2\ud835\uddff \ud835\uddf0\ud835\uddee\ud835\uddff\ud835\uddff\ud835\uddf2\ud835\ude01\ud835\uddf2\ud835\uddff\ud835\uddee \ud835\uddf1\ud835\uddf2\ud835\uddf9 \ud835\uddda\ud835\uddfc\ud835\uddf9\ud835\uddf3\ud835\uddfc \ud835\uddf3\ud835\uddfc\ud835\uddff\ud835\ude01\ud835\uddee\ud835\uddf9\ud835\uddf2\ud835\uddf0\ud835\uddf2\ud835\uddff\ud835\uddeé \u,8
T10_P1,10,4,Twitter::@VaxTamaulipas,Twitter,2026-07-29T11:00:00Z,#cdmx #tampico #cdvictoria #reynosa «ELLA SABE que las MAÑAS se PEGAN?: ABUELA de DAFNE ROMPIÓ las REDES al NEGARSE a SALUDAR a AMÉRICO TRAS EXIGENCIA de JUSTICIA»… expedientes elaborados con las patas. https://valortamaulipeco.com/2026/07/29/ella-sabe-que-las-manas-se-pegan-abuela-de-dafne-rompio-las-redes-al-negarse-a-saludar-a-americo/…,7
T10_P2,10,1,YouTube::@Andres_0595,YouTube,2026-07-25T05:59:07Z,El árbitro se esfuerza al máximo para la derrota del América,15
T10_P2,10,2,YouTube::@AntonioLopez-nv7ts,YouTube,2026-07-25T06:44:43Z,Queda demostrado que el América sin el gato Ortiz no es nada 😂,13
T10_P2,10,3,YouTube::@Andres_0595,YouTube,2026-07-25T06:00:42Z,El árbitro vuelve a ser el rival más peligroso para el Club América,13
T10_P2,10,4,YouTube::@Andres_0595,YouTube,2026-07-25T05:56:35Z,"¡¡EL AMÉRICA GANARÁ ESTA LIGA!! 🦅<br>A pesar de tener el arbitraje en contra y que parece muy difícil, el América ha demostrado muchísimas veces que para este equipo no existen los imposibles y estoy seguro que a final de temporada seremos campeones. <br>¡¡VAMOS POR LA HAZAÑA!! 🏆",9
T11_P1,11,1,Twitter::@Oscar_Chavira,Twitter,2026-07-21T23:15:42Z,Lo que mas me sorprende de esta foto es que Jorge Campos es mas alto de Tom Cruise.,17423
T11_P1,11,2,Twitter::@srateenmom,Twitter,2026-07-21T22:30:29Z,"Me corrieron de una página de fb por comentarle a una mona, decía que cobraba $800 al día por limpiar casas, sin comida, sin lavar ni planchar. Le comenté: ni las profesionistas los ganan, pero sigan inflando los precios, luego nadie las va a contratar y a ver de qué viven.",819
T11_P1,11,3,Twitter::@Agosita_,Twitter,2026-07-28T12:39:18Z,"DOBLE MORAL PURA Lula, quien fue condenado por corrupción, se pone histérico porque Milei lo llama riesgo y basura comunista. Pero Lula a Milei le ha dicho anteriormente: -desagradable -antisocial -antipueblo LULA mandó estrategas del PT a Argentina para ayudar a Massa e impedir que Milei gane, viajó a Bolivia a respaldar a Arce, salió a defender a Petro y se saca fotos con todos los que combaten las ideas de liberta",353
T11_P1,11,4,YouTube::@rosalbacastellanos3845,YouTube,2026-07-17T23:05:37Z,"Y todavía  pagan para que no les den comida y maltraten.<br> Yo ni a un retiro espiritual deje ir a mi hija, como la voy a dejar ir a un lugar donde no se le permitira hablar conmigo a la hora que lo deseo y faltar a dormir <br>Si buscan disciplina pues desde casa se nota que toda  escuela va sobre el dinero.<br><br>Trabaje en un guarderia privada donde cobran muy bien y los malpasan mucho a los niños todos traen ham",112
T11_P2,11,1,YouTube::@PorfirioOrozco-e1p,YouTube,2026-07-25T06:05:13Z,Felicidades  a el jugador num. 19 del atlante ya que pone en alto a nuestro municipio  de tepeji del río hgo  hijo de un gran amigo y buen futbolista en hora buena,205
T11_P2,11,2,YouTube::@Andres_0595,YouTube,2026-07-25T05:56:35Z,"¡¡EL AMÉRICA GANARÁ ESTA LIGA!! 🦅<br>A pesar de tener el arbitraje en contra y que parece muy difícil, el América ha demostrado muchísimas veces que para este equipo no existen los imposibles y estoy seguro que a final de temporada seremos campeones. <br>¡¡VAMOS POR LA HAZAÑA!! 🏆",9
T11_P2,11,3,YouTube::@Andres_0595,YouTube,2026-07-25T05:55:46Z,"¡¡EL AMÉRICA CONTRA EL ARBITRAJE!! ❌🦅<br>Si el América quiere ganar esta liga debe derrotar al arbitraje, tienen todo en contra para llevarse el título, pues partido tras partido el América es perjudicado. Será muy difícil, pero no es imposible. <br>VAMOS POR LA LIGA 🏆",7
T11_P2,11,4,YouTube::@Andres_0595,YouTube,2026-07-25T06:00:15Z,SON UNAS RATAS LA FEDERACIÓN Y LOS ÁRBITROS TRAEN INDICACIÓN DE PERJUDICAR A EL AMÉRICA<br>QUE ASCO ME DAN 🤮🤮🤮,4
T12_P1,12,1,YouTube::@samiamendoza2332,YouTube,2026-07-17T23:45:33Z,"Yo tengo tres hijos y nunca me ah latido eso de mandarlos en vacaciones a campamentos o academias,  o cursos de verano,pienso que mínimo esos días que tienen libres es para estar con la familia y no ir a dejarlos en manos de no se quien, hay que ser más empáticos y amoros y pacientes con nuestros hijos para luego lo estar lamentando tragedias como esta.",181
T12_P1,12,2,Instagram::monicavtampico,Instagram,2026-07-18T15:59:09Z,"Vive el arte, la cultura y experiencias únicas en Tampico. 🕊️ Alas en Libertad Una exposición al aire libre para disfrutar en familia. 📍 Jardín de las Artes (entre Expo Tampico y Teatro Metropolitano) 🗓️ Todos los días 🎟️ Entrada gratuita. ⚽ Pasión Jaiba Revive la historia y el legado de la Jaiba Brava en esta exposición. 📍 Salón Gobernadores | Expo Tampico 🗓️ Martes a domingo 🕙 10:00 a.m. – 6:00 p.m. 🎟️ Entrada grat",126
T12_P1,12,3,Instagram::monicavtampico,Instagram,2026-07-24T18:14:06Z,"¡Felicidades a El Lindero Tampico por su 16 aniversario! Me dio mucho gusto acompañar a Hilda Del Ángel Cruz, al Dr. Óscar Gómez y a todo su equipo en esta fecha tan especial. Su historia demuestra que, cuando el esfuerzo, la unidad familiar y la pasión se unen, es posible construir un negocio que trasciende y se convierte en orgullo de nuestra ciudad. Además de ser un referente de nuestra gastronomía, El Lindero ha ",70
T12_P1,12,4,Instagram::monicavtampico,Instagram,2026-07-22T02:01:43Z,"Hoy dimos un paso más para fortalecer el orgullo de producir, emprender y crecer en nuestra ciudad con la Tercera Entrega del Distintivo “HECHO EN TAMPICO”, un reconocimiento que acredita la calidad, el compromiso y la identidad de las empresas que impulsan el desarrollo económico de nuestro municipio. En esta ocasión, 50 empresas tampiqueñas recibieron este distintivo tras cumplir con los requisitos establecidos, co",40
T13_P1,13,1,Twitter::@JTrianaT,Twitter,2026-07-29T05:51:37Z,"El morenista Sergio Carmona, alias “el rey del huachicol”, fue asesinado en 2021. Su hermano dirigió la aduana de Reynosa durante el sexenio pasado, su sobrino es diputado local por Morena y su esposa colocó incondicionales en el gabinete de Américo Villarreal. Mario Delgado",1012
