palabra,tema_id,sub_id,color_tema,peso_lda,grado_total,grado_intra_sub,grado_intra_cluster,grado_extra,peso_intra_sub,peso_intra_cluster,peso_extra,pagerank,betweenness,clustering_coef,eigenvector,participation,z_within_degree,rol
municipal,5,0,#8c564b,0.0149213941767811,15,2,5,8,22.0,17.0,49.0,0.0037,0.003505,0.3333,0.0,0.8178,1.1227,broker
desarrollo,5,0,#8c564b,0.0258049312978982,15,4,1,10,24.0,4.0,47.0,0.00359,0.010428,0.2476,0.0,0.8444,1.1227,broker
panuco,5,1,#8c564b,0.0148555133491754,2,2,0,0,13.0,0.0,0.0,0.00101,0.0,1.0,0.0,0.0,0.0,periferico
rio,5,1,#8c564b,0.0148663586005568,4,2,0,2,13.0,0.0,9.0,0.001478,0.003495,0.3333,0.0,0.625,0.0,broker
manana,5,3,#8c564b,0.0075728958472609,5,1,1,3,5.0,5.0,14.0,0.001193,0.0,0.5,0.0,0.8,0.0,broker
crecimiento,5,0,#8c564b,0.0134270871058106,2,1,1,0,5.0,3.0,0.0,0.000636,0.0,1.0,0.0,0.0,-1.0206,periferico
carmen,5,1,#8c564b,0.0221498496830463,12,3,1,8,15.0,3.0,39.0,0.003062,0.006313,0.2121,0.0,0.8056,1.8257,broker
gracias,5,1,#8c564b,0.0221870597451925,3,1,0,2,5.0,0.0,8.0,0.000821,0.0,0.3333,0.0,0.6667,-0.9129,broker
alcalde,5,0,#8c564b,0.0148960137739777,1,1,0,0,5.0,0.0,0.0,0.000529,0.0,0.0,0.0,0.0,-1.7351,periferico
viernes,5,3,#8c564b,0.0280504524707794,5,1,2,2,5.0,6.0,8.0,0.001014,0.0,0.3,0.0,0.72,0.0,broker
claudia,5,2,#8c564b,0.007577255833894,1,1,0,0,5.0,0.0,0.0,0.000692,0.0,0.0,0.0,0.0,0.0,periferico
cuidar,5,2,#8c564b,0.0075662098824977,5,1,2,2,5.0,6.0,11.0,0.001897,0.008573,0.2,0.0,0.72,1.4142,broker
desarrollar,5,0,#8c564b,0.0289159379899501,5,0,4,1,0.0,14.0,4.0,0.001025,0.0,0.5,0.0,0.32,0.4082,periferico
limpieza,5,0,#8c564b,0.0234209261834621,14,0,3,11,0.0,11.0,62.0,0.003156,0.009404,0.3846,0.0,0.8673,-0.3062,broker
habitante,5,1,#8c564b,0.0075756362639367,1,0,1,0,0.0,3.0,0.0,0.000462,0.0,0.0,0.0,0.0,-0.9129,periferico
carpeta,5,2,#8c564b,0.0076013449579477,1,0,1,0,0.0,3.0,0.0,0.000545,0.0,0.0,0.0,0.0,0.0,periferico
madre,10,0,#aec7e8,0.0168758518993854,26,2,9,15,23.0,43.0,79.0,0.005113,0.004825,0.3323,0.0,0.929,1.4142,broker
militar,10,0,#aec7e8,0.017428295686841,18,1,7,10,15.0,36.0,44.0,0.003527,0.000691,0.3268,0.0,0.9074,-0.7071,broker
menor,10,1,#aec7e8,0.0274199750274419,39,2,13,24,12.0,74.0,132.0,0.007817,0.022262,0.2578,0.0,0.952,1.4142,broker
alejandra,10,0,#aec7e8,0.0067455181851983,7,1,4,2,8.0,15.0,8.0,0.001299,0.0,0.7143,0.0,0.8163,-0.7071,broker
actividad,10,1,#aec7e8,0.0145964911207556,8,1,5,2,7.0,18.0,11.0,0.001533,0.0,0.5,0.0,0.8438,-0.7071,broker
medico,10,2,#aec7e8,0.0209113582968711,13,1,7,5,7.0,24.0,23.0,0.002625,0.002996,0.1923,0.0,0.8639,1.4142,broker
salud,10,2,#aec7e8,0.0187968574464321,17,1,2,14,7.0,7.0,76.0,0.004019,0.010604,0.2353,0.0,0.9204,-0.7071,broker
presunto,10,3,#aec7e8,0.0213489178568124,20,0,8,12,0.0,36.0,55.0,0.003538,0.003125,0.2,0.0,0.89,0.0,broker
video,10,3,#aec7e8,0.0098138228058815,14,0,8,6,0.0,32.0,30.0,0.002398,0.000237,0.4176,0.0,0.898,0.0,broker
presentar,10,-1,#aec7e8,0.0245175082236528,21,0,12,9,0.0,51.0,46.0,0.003868,0.009405,0.2952,0.0,0.9116,1.0,broker
sufrir,10,-1,#aec7e8,0.0068277111276984,7,0,6,1,0.0,28.0,4.0,0.001463,0.000123,0.4762,0.0,0.7755,-1.0,broker
violencia,10,-1,#aec7e8,0.0309383664280176,12,0,9,3,0.0,36.0,15.0,0.002053,0.0,0.5606,0.0,0.8333,1.0,broker
macay,10,4,#aec7e8,0.0071853627450764,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.7071,periferico
mariela,10,4,#aec7e8,0.0071857515722513,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.7071,periferico
revisar,10,1,#aec7e8,0.006105956621468,2,1,1,0,5.0,3.0,0.0,0.000577,0.0,1.0,0.0,0.5,-0.7071,broker
reportar,10,-1,#aec7e8,0.0125207686796784,6,0,5,1,0.0,16.0,4.0,0.001019,0.0,0.6667,0.0,0.7222,-1.0,broker
declaracion,10,3,#aec7e8,0.0076141133904457,3,0,3,0,0.0,10.0,0.0,0.000647,0.0,1.0,0.0,0.4444,0.0,periferico
victima,10,2,#aec7e8,0.0093947993591427,5,0,5,0,0.0,17.0,0.0,0.00091,0.0,0.9,0.0,0.72,-0.7071,broker
exigir,10,4,#aec7e8,0.0108449505642056,11,0,4,7,0.0,14.0,37.0,0.001929,0.0,0.7636,0.0,0.8926,-1.4142,broker
escuela,20,0,#1f77b4,0.0198782198131084,44,2,7,35,18.0,58.0,241.0,0.011545,0.07485,0.1829,0.0,0.9607,1.4142,broker
presidenta,20,1,#1f77b4,0.0121595729142427,13,1,5,7,12.0,31.0,39.0,0.00326,0.000625,0.3974,0.0,0.8757,-0.7071,broker
verano,20,1,#1f77b4,0.0129541419446468,21,2,3,16,17.0,18.0,79.0,0.00442,0.002584,0.2524,0.0,0.9116,1.4142,broker
instalacion,20,0,#1f77b4,0.0045828348957002,1,1,0,0,9.0,0.0,0.0,0.000604,0.0,0.0,0.0,0.0,-0.7071,periferico
disciplina,20,0,#1f77b4,0.0060343509539961,3,1,1,1,9.0,4.0,5.0,0.000905,0.0,0.6667,0.0,0.6667,-0.7071,broker
maestro,20,-1,#1f77b4,0.0091979689896106,5,0,5,0,0.0,27.0,0.0,0.001348,0.0,0.9,0.0,0.72,0.0,broker
fuerza,20,2,#1f77b4,0.0056482627987861,8,1,5,2,6.0,21.0,10.0,0.002023,0.007095,0.2857,0.0,0.8125,0.0,broker
metro,20,-1,#1f77b4,0.0225306767970323,11,0,6,5,0.0,27.0,21.0,0.002165,0.003779,0.3455,0.0,0.843,0.0,broker
alumno,20,-1,#1f77b4,0.009591270238161,6,0,6,0,0.0,25.0,0.0,0.001266,0.0,0.8,0.0,0.7222,0.0,broker
estatal,20,2,#1f77b4,0.0068291467614471,2,1,1,0,6.0,3.0,0.0,0.00084,0.0,1.0,0.0,0.0,0.0,periferico
ninos,20,1,#1f77b4,0.0067796595394611,5,1,2,2,5.0,7.0,18.0,0.001526,0.001459,0.5,0.0,0.8,-0.7071,broker
iniciar,20,2,#1f77b4,0.0061023305170238,3,0,3,0,0.0,9.0,0.0,0.000833,0.0,0.3333,0.0,0.4444,0.0,periferico
abuso,15,-1,#c49c94,0.0165855102241039,13,0,7,6,0.0,45.0,26.0,0.002704,0.000592,0.4487,0.0,0.8876,0.7071,broker
caso,15,-1,#c49c94,0.0341634005308151,30,0,9,21,0.0,81.0,116.0,0.007017,0.033203,0.2805,0.0,0.9422,0.7071,broker
familia,15,3,#c49c94,0.0308214854449033,45,2,8,35,17.0,66.0,182.0,0.009902,0.049883,0.1657,0.0,0.9649,1.4142,broker
joven,15,0,#c49c94,0.0326058641076087,13,2,5,6,17.0,34.0,25.0,0.003144,0.01283,0.3205,0.0,0.8757,1.118,broker
delito,15,1,#c49c94,0.0365093871951103,24,1,7,16,6.0,36.0,79.0,0.004808,0.018317,0.2391,0.0,0.875,1.4142,broker
existir,15,0,#c49c94,0.0165313780307769,6,2,4,0,16.0,14.0,0.0,0.001512,3.8e-05,0.5333,0.0,0.6667,0.0,broker
mar,15,3,#c49c94,0.012476846575737,4,1,2,1,10.0,6.0,5.0,0.001176,0.000729,0.3333,0.0,0.75,-0.7071,broker
instancia,15,3,#c49c94,0.0059934654273092,3,1,2,0,7.0,8.0,0.0,0.000796,0.0,1.0,0.0,0.4444,-0.7071,periferico
ocurrir,15,1,#c49c94,0.0130794793367385,15,0,7,8,0.0,31.0,35.0,0.002724,0.000142,0.3048,0.0,0.9067,0.0,broker
veracruz,15,1,#c49c94,0.0201538391411304,4,1,3,0,6.0,11.0,0.0,0.000938,0.0,0.6667,0.0,0.5,0.0,broker
declarar,15,0,#c49c94,0.0124880019575357,6,2,4,0,11.0,15.0,0.0,0.001275,0.0,0.6667,0.0,0.6111,1.118,broker
mes,15,0,#c49c94,0.012476853094995,2,0,2,0,0.0,7.0,0.0,0.000567,0.0,1.0,0.0,0.5,-1.118,broker
considerar,15,1,#c49c94,0.0165283679962158,2,0,2,0,0.0,6.0,0.0,0.000555,0.0,0.0,0.0,0.5,-1.4142,broker
mantener,15,0,#c49c94,0.0083719864487648,5,0,4,1,0.0,12.0,4.0,0.000912,0.0,0.6,0.0,0.72,-1.118,broker
bodies,23,1,#d62728,0.0402283556759357,11,2,3,6,24.0,12.0,39.0,0.002861,0.0,0.5273,0.0,0.8595,0.0,broker
exposicion,23,1,#d62728,0.1016145199537277,32,2,8,22,24.0,60.0,138.0,0.008429,0.013113,0.2077,0.0,0.9434,0.0,broker
entrada,23,-1,#d62728,0.0553198382258415,15,0,7,8,0.0,40.0,42.0,0.003185,0.0,0.4667,0.0,0.8889,0.0,broker
gratuito,23,-1,#d62728,0.0453218556940555,13,0,5,8,0.0,41.0,53.0,0.003527,7.6e-05,0.4615,0.0,0.8994,0.0,broker
cultural,23,3,#d62728,0.0406755730509758,17,1,8,8,5.0,37.0,42.0,0.003227,9e-06,0.3603,0.0,0.8858,1.4142,broker
dia,23,0,#d62728,0.0273890309035778,23,1,10,12,11.0,32.0,71.0,0.005054,0.017041,0.2253,0.0,0.9187,2.1828,broker
llegar,23,0,#d62728,0.021501874551177,11,1,3,7,11.0,12.0,34.0,0.002299,0.000152,0.3273,0.0,0.8926,-0.3638,broker
metropolitano,23,4,#d62728,0.0419290289282798,13,0,8,5,0.0,37.0,28.0,0.002557,0.0,0.5128,0.0,0.8876,1.4142,broker
disfrutar,23,4,#d62728,0.0275991223752498,7,0,4,3,0.0,17.0,20.0,0.001578,0.0,0.6667,0.0,0.8571,-0.7071,broker
descubrir,23,3,#d62728,0.0353297777473926,7,1,2,4,5.0,8.0,19.0,0.00152,9e-06,0.4286,0.0,0.8163,-0.7071,broker
turistico,23,1,#d62728,0.0184226036071777,7,2,1,4,10.0,4.0,27.0,0.001672,0.0,0.9048,0.0,0.6939,0.0,broker
compartir,23,0,#d62728,0.0074389581568539,3,0,2,1,0.0,7.0,5.0,0.000772,0.0,0.3333,0.0,0.6667,-0.3638,broker
tamaulipeco,23,0,#d62728,0.0074389460496604,2,0,2,0,0.0,7.0,0.0,0.001223,0.004291,0.0,0.0,0.0,0.4851,periferico
tampiqueno,23,0,#d62728,0.0145387696102261,1,0,1,0,0.0,4.0,0.0,0.000919,0.0,0.0,0.0,0.0,-0.3638,periferico
especial,23,3,#d62728,0.0214997343719005,5,0,3,2,0.0,9.0,8.0,0.000902,0.0,0.9,0.0,0.8,-0.7071,broker
profundo,23,0,#d62728,0.0074389572255313,1,0,1,0,0.0,3.0,0.0,0.000438,0.0,0.0,0.0,0.0,-0.3638,periferico
jardin,23,4,#d62728,0.0214967541396617,6,0,4,2,0.0,12.0,11.0,0.001136,0.0,0.7333,0.0,0.8333,-0.7071,broker
familiar,16,2,#f7b6d2,0.0086533818393945,1,0,0,1,0.0,0.0,6.0,0.000535,0.0,0.0,0.0,0.0,-1.4142,periferico
entorno,11,1,#ffbb78,0.0143939582630991,6,0,0,6,0.0,0.0,28.0,0.001284,0.0,1.0,0.0,0.8333,-0.8944,broker
recurso,9,3,#17becf,0.0243024844676256,2,0,0,2,0.0,0.0,14.0,0.000807,0.0,1.0,0.0,0.5,-0.8165,broker
localsabado,15,-1,#c49c94,0.0124768400564789,1,0,0,1,0.0,0.0,6.0,0.000527,0.0,0.0,0.0,0.0,-1.4142,periferico
generacion,9,2,#17becf,0.0123788993805646,1,0,0,1,0.0,0.0,5.0,0.000491,0.0,0.0,0.0,0.0,-1.4142,periferico
presencia,22,2,#2ca02c,0.0080598322674632,1,0,0,1,0.0,0.0,4.0,0.000458,0.0,0.0,0.0,0.0,-1.4142,periferico
riesgo,21,2,#ff7f0e,0.0080018816515803,1,0,0,1,0.0,0.0,4.0,0.000463,0.0,0.0,0.0,0.0,-1.7321,periferico
clase,9,3,#17becf,0.0123803913593292,2,0,0,2,0.0,0.0,9.0,0.000621,0.0,1.0,0.0,0.5,-0.8165,broker
exito,21,0,#ff7f0e,0.0080018769949674,1,0,0,1,0.0,0.0,5.0,0.000519,0.0,0.0,0.0,0.0,-1.3416,periferico
afirmar,1,2,#ff7f0e,0.0047248122282326,1,0,0,1,0.0,0.0,4.0,0.000463,0.0,0.0,0.0,0.0,-1.4142,periferico
acudir,16,0,#f7b6d2,0.006594268605113,1,0,0,1,0.0,0.0,4.0,0.000443,0.0,0.0,0.0,0.0,-1.8257,periferico
noche,23,0,#d62728,0.007438946980983,1,0,0,1,0.0,0.0,4.0,0.000437,0.0,0.0,0.0,0.0,-1.2127,periferico
visitante,5,2,#8c564b,0.0076013449579477,1,0,0,1,0.0,0.0,4.0,0.000454,0.0,0.0,0.0,0.0,-1.4142,periferico
