palabra,tema_id,sub_id,color_tema,peso_lda,grado_total,grado_intra_sub,grado_intra_cluster,grado_extra,peso_intra_sub,peso_intra_cluster,peso_extra,pagerank,betweenness,clustering_coef,eigenvector,participation,z_within_degree,rol
asegurar,17,3,#c7c7c7,0.0114830834791064,16,1,8,7,7.0,32.0,44.0,0.003358,0.007596,0.3083,0.0,0.8984,0.5774,broker
perder,17,3,#c7c7c7,0.0114775858819484,11,1,4,6,7.0,12.0,25.0,0.00188,0.0,0.4727,0.0,0.8926,0.5774,broker
inmediato,17,0,#c7c7c7,0.011504877358675,4,1,2,1,7.0,6.0,4.0,0.000921,0.0,0.5,0.0,0.75,-1.206,broker
labor,17,1,#c7c7c7,0.0114957001060247,3,1,0,2,5.0,0.0,12.0,0.000899,0.0,0.3333,0.0,0.6667,-1.5076,broker
elemento,17,1,#c7c7c7,0.0114837242290377,7,0,6,1,0.0,22.0,4.0,0.001326,1.3e-05,0.5238,0.0,0.7347,0.3015,broker
correspondiente,17,2,#c7c7c7,0.0115047032013535,4,1,3,0,5.0,11.0,0.0,0.000913,0.0,0.6667,0.0,0.75,-0.7071,broker
diverso,17,0,#c7c7c7,0.0225610360503196,6,2,4,0,10.0,12.0,0.0,0.001232,0.0,0.5333,0.0,0.6667,0.603,broker
criminal,17,0,#c7c7c7,0.0115000288933515,3,1,2,0,5.0,6.0,0.0,0.000759,0.0,1.0,0.0,0.4444,-0.3015,periferico
alcaldesa,17,4,#c7c7c7,0.0225666724145412,9,0,2,7,0.0,7.0,39.0,0.001959,0.0,0.3889,0.0,0.8642,0.5,broker
colonia,17,4,#c7c7c7,0.0226222388446331,12,0,2,10,0.0,7.0,50.0,0.002456,0.003633,0.4697,0.0,0.8889,0.5,broker
operativo,17,3,#c7c7c7,0.0316439308226108,4,0,4,0,0.0,13.0,0.0,0.000811,0.0,0.6667,0.0,0.625,0.5774,broker
accion,17,1,#c7c7c7,0.01149573456496,4,0,2,2,0.0,7.0,8.0,0.000894,0.0,0.5,0.0,0.625,-0.603,broker
publico,17,3,#c7c7c7,0.0114849964156746,7,0,2,5,0.0,7.0,21.0,0.001327,0.0,0.3333,0.0,0.8571,-1.7321,broker
gestion,17,4,#c7c7c7,0.0115462625399231,1,0,1,0,0.0,3.0,0.0,0.000455,0.0,0.0,0.0,0.0,0.5,periferico
entidad,17,0,#c7c7c7,0.0114972135052084,7,0,1,6,0.0,3.0,28.0,0.001517,9e-06,0.4762,0.0,0.7347,-1.206,broker
excelente,17,4,#c7c7c7,0.0115462625399231,3,0,1,2,0.0,3.0,10.0,0.000783,0.0,1.0,0.0,0.6667,-2.0,broker
vehiculo,17,1,#c7c7c7,0.0114921629428863,3,0,3,0,0.0,9.0,0.0,0.000682,0.0,0.3333,0.0,0.4444,-0.603,periferico
julio,2,-1,#2ca02c,0.0787161141633987,40,0,9,31,0.0,75.0,159.0,0.009267,0.047948,0.1333,0.0,0.96,1.0,broker
tampico,2,0,#2ca02c,0.1120692789554596,144,4,10,130,48.0,133.0,972.0,0.044855,0.578907,0.0539,0.0,0.9832,1.7321,broker
buscar,2,0,#2ca02c,0.0420678704977035,6,1,4,1,26.0,13.0,4.0,0.002232,0.008402,0.2667,0.0,0.6111,0.866,broker
espacio,2,1,#2ca02c,0.0328786820173263,8,1,2,5,8.0,30.0,32.0,0.002698,0.0,0.5357,0.0,0.875,-0.7071,broker
martes,2,1,#2ca02c,0.032865609973669,8,1,5,2,8.0,33.0,9.0,0.002097,0.0,0.5,0.0,0.75,1.4142,broker
sol,2,2,#2ca02c,0.0621809177100658,7,0,4,3,0.0,30.0,17.0,0.002093,9e-06,0.5714,0.0,0.7755,0.0,broker
altamira,2,-1,#2ca02c,0.0328620299696922,8,0,5,3,0.0,29.0,13.0,0.001919,8.5e-05,0.3929,0.0,0.8125,1.0,broker
recordar,2,0,#2ca02c,0.0167445000261068,2,1,1,0,8.0,3.0,0.0,0.000722,0.0,1.0,0.0,0.0,0.0,periferico
jueves,2,1,#2ca02c,0.0328620374202728,4,0,3,1,0.0,15.0,4.0,0.000946,0.0,0.8333,0.0,0.75,-0.7071,broker
encuentro,2,0,#2ca02c,0.0294889342039823,2,1,0,1,7.0,0.0,4.0,0.000694,0.0,1.0,0.0,0.5,-0.866,broker
regresar,2,2,#2ca02c,0.0489831194281578,3,0,3,0,0.0,14.0,0.0,0.000837,0.0,1.0,0.0,0.4444,0.0,periferico
integrante,2,0,#2ca02c,0.0167409162968397,8,1,0,7,7.0,0.0,32.0,0.001656,0.00593,0.7143,0.0,0.6875,-0.866,broker
localjueves,2,-1,#2ca02c,0.0668567642569542,2,0,2,0,0.0,10.0,0.0,0.00066,0.0,1.0,0.0,0.5,-1.0,broker
semana,2,-1,#2ca02c,0.0167409125715494,3,0,3,0,0.0,12.0,0.0,0.000759,0.0,1.0,0.0,0.6667,-1.0,broker
editorial,2,2,#2ca02c,0.0489831306040287,18,0,4,14,0.0,12.0,60.0,0.00362,0.002354,0.3007,0.0,0.7778,0.0,broker
parecer,2,0,#2ca02c,0.0167409144341945,1,0,1,0,0.0,3.0,0.0,0.000458,0.0,0.0,0.0,0.0,-0.866,periferico
inversion,18,2,#dbdb8d,0.0149973556399345,11,0,5,6,0.0,21.0,33.0,0.002668,0.004234,0.4,0.0,0.876,1.4142,broker
seguir,18,1,#dbdb8d,0.017806788906455,26,2,3,21,13.0,16.0,111.0,0.006277,0.03333,0.1385,0.0,0.9497,1.4142,broker
calidad,18,1,#dbdb8d,0.0113501260057091,3,1,2,0,7.0,8.0,0.0,0.000999,9.5e-05,0.6667,0.0,0.6667,-0.7071,broker
emergencia,18,0,#dbdb8d,0.0113533670082688,3,2,1,0,11.0,3.0,0.0,0.00116,2.4e-05,0.3333,0.0,0.4444,0.0,periferico
fuga,18,0,#dbdb8d,0.0150899710133671,3,2,1,0,12.0,4.0,0.0,0.001237,0.003789,0.3333,0.0,0.4444,0.0,periferico
aparecer,18,1,#dbdb8d,0.0038635116070508,1,1,0,0,6.0,0.0,0.0,0.000554,0.0,0.0,0.0,0.0,-0.7071,periferico
situacion,18,0,#dbdb8d,0.0150899710133671,9,2,3,4,11.0,12.0,17.0,0.002635,0.001153,0.1667,0.0,0.8148,0.0,broker
publica,18,2,#dbdb8d,0.0064738928340375,5,0,3,2,0.0,10.0,8.0,0.001123,7.6e-05,0.5,0.0,0.8,-0.7071,broker
afiliado,18,2,#dbdb8d,0.0074103069491684,2,0,2,0,0.0,6.0,0.0,0.00062,0.0,1.0,0.0,0.5,-0.7071,broker
nivel,22,0,#2ca02c,0.0184352230280637,11,1,2,8,14.0,6.0,46.0,0.002795,0.005641,0.2909,0.0,0.8264,0.0,broker
vida,22,0,#2ca02c,0.0163078848272562,15,2,1,12,21.0,3.0,56.0,0.003207,0.003294,0.4286,0.0,0.8978,0.0,broker
accidente,22,0,#2ca02c,0.0179710015654563,15,1,9,5,7.0,29.0,21.0,0.003072,0.007734,0.181,0.0,0.8444,0.0,broker
guardia,22,2,#2ca02c,0.0054914648644626,2,1,1,0,5.0,3.0,0.0,0.000726,0.0,1.0,0.0,0.5,0.0,broker
registrar,22,2,#2ca02c,0.010294884443283,7,1,2,4,5.0,7.0,20.0,0.00198,0.008497,0.2857,0.0,0.8163,1.4142,broker
ingresar,22,3,#2ca02c,0.0113172084093093,6,1,5,0,5.0,16.0,0.0,0.001735,0.001501,0.4667,0.0,0.6111,1.4142,broker
ubicado,22,3,#2ca02c,0.0098192421719431,2,1,1,0,5.0,3.0,0.0,0.000857,0.0,1.0,0.0,0.5,-0.7071,broker
encontrar,22,1,#2ca02c,0.0122948363423347,8,1,5,2,5.0,15.0,9.0,0.002043,0.003268,0.3571,0.0,0.75,1.4142,broker
llamado,22,1,#2ca02c,0.0095596518367528,6,1,3,2,5.0,11.0,8.0,0.001551,0.00399,0.4667,0.0,0.7778,0.0,broker
similar,22,1,#2ca02c,0.0091150682419538,5,0,4,1,0.0,14.0,4.0,0.001344,2.8e-05,0.7,0.0,0.72,0.0,broker
unicamente,22,0,#2ca02c,0.0082031320780515,3,0,3,0,0.0,9.0,0.0,0.000673,0.0,1.0,0.0,0.0,0.0,periferico
francisco,22,2,#2ca02c,0.005234835203737,1,0,1,0,0.0,3.0,0.0,0.000483,0.0,0.0,0.0,0.0,0.0,periferico
hospital,22,1,#2ca02c,0.0082039255648851,3,0,2,1,0.0,6.0,4.0,0.000808,5.7e-05,0.3333,0.0,0.6667,-1.4142,broker
area,22,3,#2ca02c,0.0081029068678617,2,0,1,1,0.0,3.0,5.0,0.000708,0.0008,0.0,0.0,0.5,-0.7071,broker
sur,4,0,#9467bd,0.0301345940679311,18,2,7,9,43.0,31.0,47.0,0.004863,0.001705,0.2418,0.0,0.9074,0.0,broker
tamaulipas,4,0,#9467bd,0.0445542261004447,95,2,12,81,48.0,85.0,489.0,0.025113,0.25558,0.0786,0.0,0.9797,0.0,broker
nacional,4,2,#9467bd,0.0246110223233699,21,1,9,11,5.0,68.0,53.0,0.005626,0.018211,0.1857,0.0,0.9161,1.0,broker
final,4,1,#9467bd,0.0124469399452209,5,1,3,1,6.0,18.0,4.0,0.00145,0.003505,0.6,0.0,0.72,-1.4142,broker
norte,4,0,#9467bd,0.0120652001351118,4,2,0,2,17.0,0.0,12.0,0.00135,0.0,0.8333,0.0,0.625,0.0,broker
partido,4,1,#9467bd,0.0148364482447505,9,2,4,3,12.0,24.0,13.0,0.002524,0.000332,0.3611,0.0,0.7901,1.4142,broker
cerrar,4,4,#9467bd,0.0108823161572217,3,0,3,0,0.0,15.0,0.0,0.000842,0.0,1.0,0.0,0.4444,-0.7071,periferico
morena,4,1,#9467bd,0.0124065289273858,4,1,3,0,6.0,16.0,0.0,0.001216,0.0,1.0,0.0,0.625,0.0,broker
empresario,4,3,#9467bd,0.0085077639669179,4,0,4,0,0.0,18.0,0.0,0.001062,0.0,0.5,0.0,0.625,-0.7071,broker
civil,4,2,#9467bd,0.0126125700771808,8,1,3,4,5.0,12.0,26.0,0.00207,0.004182,0.2857,0.0,0.8125,1.0,broker
junio,4,3,#9467bd,0.0201109163463115,4,1,1,2,5.0,3.0,9.0,0.001071,1.9e-05,0.5,0.0,0.75,-0.7071,broker
mayo,4,3,#9467bd,0.0167492143809795,3,1,1,1,5.0,4.0,4.0,0.000926,9e-06,0.3333,0.0,0.4444,1.4142,periferico
medida,4,2,#9467bd,0.0085078077390789,1,0,1,0,0.0,4.0,0.0,0.000477,0.0,0.0,0.0,0.0,-1.0,periferico
superar,4,-1,#9467bd,0.0043358071707189,3,0,2,1,0.0,7.0,4.0,0.000776,0.0,0.3333,0.0,0.6667,0.0,broker
electoral,4,1,#9467bd,0.0084494277834892,4,0,4,0,0.0,14.0,0.0,0.000896,0.0,1.0,0.0,0.625,0.0,broker
litro,4,2,#9467bd,0.0126815354451537,2,0,1,1,0.0,4.0,4.0,0.000659,4.3e-05,0.0,0.0,0.5,-1.0,broker
anunciar,4,4,#9467bd,0.014350882731378,16,0,4,12,0.0,13.0,56.0,0.002861,0.004291,0.3917,0.0,0.8359,1.4142,broker
destacar,4,-1,#9467bd,0.0085077807307243,1,0,1,0,0.0,3.0,0.0,0.000428,0.0,0.0,0.0,0.0,0.0,periferico
mensaje,4,4,#9467bd,0.012146140448749,1,0,1,0,0.0,3.0,0.0,0.000431,0.0,0.0,0.0,0.0,-0.7071,periferico
escolar,21,2,#ff7f0e,0.0234133750200271,8,2,2,4,14.0,9.0,19.0,0.00238,0.004523,0.3214,0.0,0.8438,0.5774,broker
plantel,21,2,#ff7f0e,0.0080018816515803,4,1,2,1,9.0,10.0,8.0,0.00161,0.0,0.5,0.0,0.625,0.5774,broker
vacacion,21,1,#ff7f0e,0.0148368217051029,9,0,5,4,0.0,24.0,22.0,0.002966,0.012835,0.1944,0.0,0.7901,1.4142,broker
comision,21,0,#ff7f0e,0.0080018816515803,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.2236,periferico
presidente,21,0,#ff7f0e,0.0080018807202577,1,1,0,0,5.0,0.0,0.0,0.002169,0.0,0.0,0.0,0.0,0.2236,periferico
convertir,21,2,#ff7f0e,0.0157076492905616,3,1,2,0,5.0,6.0,0.0,0.000947,0.0,0.3333,0.0,0.4444,0.5774,periferico
direccion,21,3,#ff7f0e,0.0157076437026262,6,0,2,4,0.0,7.0,19.0,0.001458,0.002955,0.4,0.0,0.8333,-1.0,broker
equipo,21,3,#ff7f0e,0.0157076455652713,3,0,2,1,0.0,8.0,4.0,0.001017,2.5e-05,0.6667,0.0,0.4444,1.0,periferico
realidad,21,1,#ff7f0e,0.0232402123510837,2,0,2,0,0.0,7.0,0.0,0.000891,0.0,1.0,0.0,0.0,0.0,periferico
secretaria,21,3,#ff7f0e,0.0157076474279165,3,0,2,1,0.0,7.0,4.0,0.001064,0.000227,0.3333,0.0,0.4444,1.0,periferico
seguro,21,1,#ff7f0e,0.015546060167253,1,0,1,0,0.0,4.0,0.0,0.000545,0.0,0.0,0.0,0.0,-1.4142,periferico
principal,21,0,#ff7f0e,0.0080250296741724,2,0,1,1,0.0,3.0,5.0,0.000717,0.0,0.0,0.0,0.5,-1.3416,broker
aumento,21,0,#ff7f0e,0.008001061156392,1,0,1,0,0.0,3.0,0.0,0.000614,0.0,0.0,0.0,0.0,0.2236,periferico
sector,21,0,#ff7f0e,0.0157076455652713,4,0,2,2,0.0,6.0,9.0,0.0017,0.008573,0.1667,0.0,0.625,1.7889,broker
soler,21,1,#ff7f0e,0.0157076474279165,2,0,2,0,0.0,6.0,0.0,0.000815,0.0,1.0,0.0,0.0,0.0,periferico
entregar,21,3,#ff7f0e,0.0080018816515803,2,0,1,1,0.0,3.0,4.0,0.000764,2.8e-05,0.0,0.0,0.5,-1.0,broker
compromiso,21,0,#ff7f0e,0.0155460564419627,1,0,1,0,0.0,3.0,0.0,0.000614,0.0,0.0,0.0,0.0,0.2236,periferico
dejar,9,1,#17becf,0.0123142721131443,11,1,6,4,16.0,23.0,19.0,0.002734,0.005585,0.2,0.0,0.876,1.4142,broker
marina,9,1,#17becf,0.0123798567801713,22,1,6,15,16.0,21.0,72.0,0.00449,0.003606,0.2251,0.0,0.938,-0.7071,broker
continuar,9,2,#17becf,0.0123788947239518,7,1,3,3,5.0,13.0,14.0,0.001665,0.003983,0.4286,0.0,0.8163,0.0,broker
sentir,9,-1,#17becf,0.0243025012314319,3,0,3,0,0.0,11.0,0.0,0.00094,0.00092,0.3333,0.0,0.4444,0.0,periferico
hora,9,2,#17becf,0.0123803839087486,8,1,3,4,5.0,10.0,27.0,0.001888,0.0,0.3929,0.0,0.8438,1.4142,broker
mundo,9,0,#17becf,0.0442178770899772,9,0,6,3,0.0,19.0,13.0,0.002316,0.00771,0.0,0.0,0.8148,1.7321,broker
recorrer,9,0,#17becf,0.0123803913593292,1,0,1,0,0.0,4.0,0.0,0.000571,0.0,0.0,0.0,0.0,-0.5774,periferico
cuerpo,9,4,#17becf,0.0360324904322624,12,0,6,6,0.0,21.0,28.0,0.00227,0.002546,0.2879,0.0,0.875,0.0,broker
sitio,9,2,#17becf,0.0123803885653615,4,0,3,1,0.0,10.0,5.0,0.000868,0.0,0.5,0.0,0.75,0.0,broker
humano,9,4,#17becf,0.0152100399136543,9,0,4,5,0.0,14.0,27.0,0.001889,4.7e-05,0.3889,0.0,0.8395,0.0,broker
operar,9,3,#17becf,0.0123803913593292,3,0,2,1,0.0,7.0,4.0,0.000904,0.000298,0.0,0.0,0.6667,1.2247,broker
puerto,9,3,#17becf,0.0186075419187545,2,0,2,0,0.0,6.0,0.0,0.000668,0.0,0.0,0.0,0.5,1.2247,broker
conocimiento,9,4,#17becf,0.0123803811147809,3,0,2,1,0.0,6.0,4.0,0.000713,0.0,0.3333,0.0,0.4444,0.0,periferico
invitar,9,0,#17becf,0.0123803913593292,3,0,1,2,0.0,3.0,9.0,0.000804,0.0,0.3333,0.0,0.6667,-0.5774,broker
participacion,9,1,#17becf,0.0123801454901695,5,0,1,4,0.0,3.0,18.0,0.001186,0.000142,0.0,0.0,0.8,-0.7071,broker
sistema,9,3,#17becf,0.0123803811147809,2,0,2,0,0.0,6.0,0.0,0.000548,0.0,1.0,0.0,0.5,-0.8165,broker
calle,9,0,#17becf,0.024302490055561,2,0,1,1,0.0,3.0,4.0,0.000657,0.0,0.0,0.0,0.5,-0.5774,broker
necesitar,9,-1,#17becf,0.0123803904280066,2,0,2,0,0.0,6.0,0.0,0.000728,0.0,0.0,0.0,0.5,0.0,broker
hija,7,3,#7f7f7f,0.0187187939882278,27,1,15,11,10.0,79.0,57.0,0.005339,0.013801,0.3162,0.0,0.9273,0.0,broker
mama,7,3,#7f7f7f,0.0091026574373245,13,1,9,3,10.0,33.0,13.0,0.002385,0.000618,0.3846,0.0,0.8757,0.0,broker
institucion,7,0,#7f7f7f,0.0151203824207186,15,2,11,2,14.0,54.0,8.0,0.003087,0.000953,0.3714,0.0,0.8889,0.0,broker
justicia,7,1,#7f7f7f,0.019376877695322,39,2,16,21,17.0,88.0,123.0,0.00828,0.036648,0.2443,0.0,0.9546,1.4142,broker
pasar,7,7,#7f7f7f,0.0136229945346713,23,1,14,8,5.0,71.0,39.0,0.004578,0.006326,0.2727,0.0,0.9187,1.4142,broker
querer,7,1,#7f7f7f,0.0124674923717975,10,1,7,2,10.0,31.0,11.0,0.002171,0.000744,0.3556,0.0,0.84,-0.7071,broker
fiscalia,7,0,#7f7f7f,0.0125310523435473,20,2,6,12,16.0,34.0,58.0,0.004365,0.011003,0.2421,0.0,0.94,0.0,broker
mal,7,2,#7f7f7f,0.0096685606986284,14,1,10,3,5.0,49.0,13.0,0.002776,0.000886,0.3297,0.0,0.898,1.4142,broker
campamento,7,5,#7f7f7f,0.0164323393255472,19,1,12,6,7.0,52.0,33.0,0.003826,0.005466,0.2515,0.0,0.9197,0.0,broker
edad,7,0,#7f7f7f,0.0103739919140934,14,2,6,6,12.0,22.0,27.0,0.002367,0.000275,0.4615,0.0,0.9082,0.0,broker
curso,7,5,#7f7f7f,0.0137872854247689,19,2,11,6,12.0,40.0,32.0,0.003304,0.003102,0.3392,0.0,0.903,0.0,broker
pagar,7,1,#7f7f7f,0.0067100063897669,4,1,2,1,7.0,8.0,4.0,0.000943,0.0,0.8333,0.0,0.75,-0.7071,broker
morir,7,2,#7f7f7f,0.0108992327004671,16,0,10,6,0.0,36.0,31.0,0.002494,0.0,0.4833,0.0,0.9062,0.0,broker
caer,7,6,#7f7f7f,0.0069457092322409,8,0,7,1,0.0,26.0,4.0,0.001325,0.0,0.6429,0.0,0.8125,0.7071,broker
culpable,7,7,#7f7f7f,0.0059200506657361,1,1,0,0,5.0,0.0,0.0,0.000494,0.0,0.0,0.0,0.0,-0.7071,periferico
meter,7,5,#7f7f7f,0.0082868803292512,9,1,5,3,5.0,16.0,12.0,0.001416,0.0,0.5278,0.0,0.8395,0.0,broker
suceder,7,4,#7f7f7f,0.0068726176396012,4,0,4,0,0.0,15.0,0.0,0.001014,0.000455,0.5,0.0,0.625,0.5774,broker
culpa,7,2,#7f7f7f,0.0082735698670148,5,1,3,1,5.0,11.0,4.0,0.000984,0.0,0.4,0.0,0.8,0.0,broker
responsable,7,6,#7f7f7f,0.0102284494787454,7,0,6,1,0.0,20.0,4.0,0.001112,0.0,0.6667,0.0,0.8571,0.7071,broker
fisico,7,2,#7f7f7f,0.0050792964175343,4,0,4,0,0.0,14.0,0.0,0.000786,0.0,1.0,0.0,0.75,-1.4142,broker
ojala,7,4,#7f7f7f,0.0078605385497212,9,0,7,2,0.0,24.0,8.0,0.001787,0.004004,0.1944,0.0,0.8395,0.5774,broker
mano,7,4,#7f7f7f,0.0048010288737714,2,0,2,0,0.0,7.0,0.0,0.000687,0.0,1.0,0.0,0.0,0.5774,periferico
tratar,7,7,#7f7f7f,0.0042293681763112,3,0,3,0,0.0,10.0,0.0,0.000657,0.0,0.6667,0.0,0.6667,-0.7071,broker
resultar,7,4,#7f7f7f,0.0069726589135825,4,0,4,0,0.0,12.0,0.0,0.000728,0.0,1.0,0.0,0.625,-1.7321,broker
alguien,7,6,#7f7f7f,0.0052495659328997,2,0,2,0,0.0,6.0,0.0,0.00054,0.0,0.0,0.0,0.5,-1.4142,broker
golpe,7,3,#7f7f7f,0.0058042481541633,4,0,4,0,0.0,12.0,0.0,0.000776,0.0,0.3333,0.0,0.625,0.0,broker
nina,0,-1,#1f77b4,0.0151349157094955,19,0,6,13,0.0,53.0,64.0,0.004403,0.004021,0.3041,0.0,0.9252,0.0,broker
nino,0,-1,#1f77b4,0.0145611008629202,20,0,9,11,0.0,70.0,52.0,0.004791,0.017996,0.2474,0.0,0.92,0.0,broker
hijo,0,1,#1f77b4,0.0142584946006536,15,2,5,8,16.0,33.0,41.0,0.003522,0.001707,0.3238,0.0,0.9067,0.0,broker
investigar,0,1,#1f77b4,0.0117043834179639,13,2,5,6,16.0,23.0,34.0,0.002927,0.003029,0.3333,0.0,0.8876,0.0,broker
muerto,0,3,#1f77b4,0.0102305049076676,12,0,9,3,0.0,38.0,12.0,0.002247,4.9e-05,0.4242,0.0,0.8333,1.4142,broker
cosa,0,1,#1f77b4,0.0109257725998759,9,2,5,2,14.0,19.0,8.0,0.001818,1.9e-05,0.5,0.0,0.8148,0.0,broker
empezar,0,4,#1f77b4,0.0079153114929795,5,0,4,1,0.0,16.0,4.0,0.001058,9e-06,0.5,0.0,0.8,-0.7071,broker
pais,0,4,#1f77b4,0.0163776278495788,16,0,8,8,0.0,28.0,40.0,0.003597,0.014201,0.1583,0.0,0.8984,1.4142,broker
derecho,0,2,#1f77b4,0.0072383768856525,2,0,2,0,0.0,7.0,0.0,0.001134,0.004291,0.0,0.0,0.5,0.0,broker
cualquiera,0,3,#1f77b4,0.0090822679921984,3,0,3,0,0.0,11.0,0.0,0.000714,0.0,1.0,0.0,0.6667,-0.7071,broker
camara,0,2,#1f77b4,0.0092634772881865,10,0,3,7,0.0,10.0,28.0,0.002142,0.004909,0.0667,0.0,0.9,0.0,broker
mujer,0,2,#1f77b4,0.0069560669362545,5,0,3,2,0.0,10.0,9.0,0.001066,6.6e-05,0.2,0.0,0.72,0.0,broker
cabo,0,3,#1f77b4,0.0076859127730131,3,0,2,1,0.0,6.0,4.0,0.000672,0.0,0.6667,0.0,0.6667,-0.7071,broker
control,0,4,#1f77b4,0.0045988275669515,1,0,1,0,0.0,3.0,0.0,0.00046,0.0,0.0,0.0,0.0,-0.7071,periferico
cumplir,0,2,#1f77b4,0.0071188886649906,1,0,1,0,0.0,3.0,0.0,0.000738,0.0,0.0,0.0,0.0,0.0,periferico
deber,13,1,#ff9896,0.0172592476010322,17,2,5,10,18.0,22.0,49.0,0.003781,0.009978,0.1838,0.0,0.8997,1.0,broker
ley,13,1,#ff9896,0.0115789202973246,6,2,4,0,15.0,13.0,0.0,0.001555,0.000142,0.5333,0.0,0.7222,-1.0,broker
agua,13,3,#ff9896,0.0399804785847663,16,2,10,4,16.0,49.0,20.0,0.004247,0.014712,0.2333,0.0,0.8281,1.4142,broker
pescador,13,3,#ff9896,0.0115789221599698,3,1,1,1,9.0,4.0,4.0,0.001134,7.6e-05,0.3333,0.0,0.6667,0.0,broker
pendiente,13,1,#ff9896,0.022939559072256,9,3,2,4,19.0,10.0,18.0,0.0024,0.00431,0.4444,0.0,0.7654,1.0,broker
