palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
mensaje,4,4,periferico,0.0,-0.7071,1
escolar,21,2,broker,0.8438,0.5774,8
plantel,21,2,broker,0.625,0.5774,4
vacacion,21,1,broker,0.7901,1.4142,9
comision,21,0,periferico,0.0,0.2236,1
presidente,21,0,periferico,0.0,0.2236,1
convertir,21,2,periferico,0.4444,0.5774,3
direccion,21,3,broker,0.8333,-1.0,6
equipo,21,3,periferico,0.4444,1.0,3
realidad,21,1,periferico,0.0,0.0,2
secretaria,21,3,periferico,0.4444,1.0,3
seguro,21,1,periferico,0.0,-1.4142,1
principal,21,0,broker,0.5,-1.3416,2
aumento,21,0,periferico,0.0,0.2236,1
sector,21,0,broker,0.625,1.7889,4
soler,21,1,periferico,0.0,0.0,2
entregar,21,3,broker,0.5,-1.0,2
compromiso,21,0,periferico,0.0,0.2236,1
dejar,9,1,broker,0.876,1.4142,11
marina,9,1,broker,0.938,-0.7071,22
continuar,9,2,broker,0.8163,0.0,7
sentir,9,-1,periferico,0.4444,0.0,3
hora,9,2,broker,0.8438,1.4142,8
mundo,9,0,broker,0.8148,1.7321,9
recorrer,9,0,periferico,0.0,-0.5774,1
cuerpo,9,4,broker,0.875,0.0,12
sitio,9,2,broker,0.75,0.0,4
humano,9,4,broker,0.8395,0.0,9
operar,9,3,broker,0.6667,1.2247,3
puerto,9,3,broker,0.5,1.2247,2
conocimiento,9,4,periferico,0.4444,0.0,3
invitar,9,0,broker,0.6667,-0.5774,3
participacion,9,1,broker,0.8,-0.7071,5
sistema,9,3,broker,0.5,-0.8165,2
calle,9,0,broker,0.5,-0.5774,2
necesitar,9,-1,broker,0.5,0.0,2
hija,7,3,broker,0.9273,0.0,27
mama,7,3,broker,0.8757,0.0,13
institucion,7,0,broker,0.8889,0.0,15
justicia,7,1,broker,0.9546,1.4142,39
pasar,7,7,broker,0.9187,1.4142,23
querer,7,1,broker,0.84,-0.7071,10
fiscalia,7,0,broker,0.94,0.0,20
mal,7,2,broker,0.898,1.4142,14
campamento,7,5,broker,0.9197,0.0,19
edad,7,0,broker,0.9082,0.0,14
curso,7,5,broker,0.903,0.0,19
pagar,7,1,broker,0.75,-0.7071,4
morir,7,2,broker,0.9062,0.0,16
caer,7,6,broker,0.8125,0.7071,8
culpable,7,7,periferico,0.0,-0.7071,1
meter,7,5,broker,0.8395,0.0,9
suceder,7,4,broker,0.625,0.5774,4
culpa,7,2,broker,0.8,0.0,5
responsable,7,6,broker,0.8571,0.7071,7
fisico,7,2,broker,0.75,-1.4142,4
ojala,7,4,broker,0.8395,0.5774,9
mano,7,4,periferico,0.0,0.5774,2
tratar,7,7,broker,0.6667,-0.7071,3
resultar,7,4,broker,0.625,-1.7321,4
alguien,7,6,broker,0.5,-1.4142,2
golpe,7,3,broker,0.625,0.0,4
nina,0,-1,broker,0.9252,0.0,19
nino,0,-1,broker,0.92,0.0,20
hijo,0,1,broker,0.9067,0.0,15
investigar,0,1,broker,0.8876,0.0,13
muerto,0,3,broker,0.8333,1.4142,12
cosa,0,1,broker,0.8148,0.0,9
empezar,0,4,broker,0.8,-0.7071,5
pais,0,4,broker,0.8984,1.4142,16
derecho,0,2,broker,0.5,0.0,2
cualquiera,0,3,broker,0.6667,-0.7071,3
camara,0,2,broker,0.9,0.0,10
mujer,0,2,broker,0.72,0.0,5
cabo,0,3,broker,0.6667,-0.7071,3
control,0,4,periferico,0.0,-0.7071,1
cumplir,0,2,periferico,0.0,0.0,1
deber,13,1,broker,0.8997,1.0,17
ley,13,1,broker,0.7222,-1.0,6
agua,13,3,broker,0.8281,1.4142,16
pescador,13,3,broker,0.6667,0.0,3
pendiente,13,1,broker,0.7654,1.0,9
escuchar,13,0,broker,0.56,0.4472,5
gobierno,13,0,broker,0.9172,1.7889,26
obra,13,1,broker,0.9141,-1.0,16
utilizar,13,3,broker,0.6667,0.0,3
hombre,13,2,broker,0.75,0.75,8
tarde,13,2,broker,0.8148,0.75,9
frente,13,2,broker,0.56,0.75,5
evitar,13,2,broker,0.6667,-1.75,3
responder,13,0,periferico,0.0,-0.8944,2
jorge,13,0,periferico,0.375,0.4472,4
ejercito,13,2,periferico,0.4444,-0.5,3
informar,13,3,periferico,0.0,-1.4142,1
cercano,13,0,broker,0.5,-0.8944,4
apoyar,13,0,periferico,0.0,-0.8944,2
maximo,8,0,broker,0.8984,1.0,16
temperatura,8,0,broker,0.8889,1.0,15
municipio,8,2,broker,0.7654,1.0,9
zona,8,2,broker,0.8469,1.0,14
grado,8,0,broker,0.7778,-1.0,6
ambiente,8,0,broker,0.72,-1.0,5
politico,8,1,broker,0.56,0.75,5
proceso,8,1,periferico,0.0,-1.75,1
apoyo,8,1,periferico,0.4444,-0.5,3
atencion,8,1,broker,0.56,0.75,5
falta,8,1,broker,0.56,0.75,5
peligroso,8,2,periferico,0.0,-1.0,1
ayuntamiento,8,2,broker,0.6667,-1.0,3
ano,11,4,broker,0.9641,1.4142,59
economico,11,3,broker,0.6667,1.0,6
importante,11,3,broker,0.7347,1.0,7
mundial,11,1,broker,0.7778,1.7889,6
observar,11,1,broker,0.5,0.4472,2
oportunidad,11,3,broker,0.86,-1.0,10
pequeno,11,0,broker,0.7407,1.5689,9
explicar,11,2,broker,0.75,-0.3536,4
escenario,11,2,broker,0.625,0.7071,4
impulsar,11,2,broker,0.75,1.7678,8
entender,11,0,broker,0.625,-0.3922,4
aprovechar,11,1,broker,0.5,0.4472,2
posibilidad,11,4,broker,0.56,-0.7071,5
ayudar,11,5,periferico,0.0,0.0,1
enfrentar,11,0,periferico,0.375,0.5883,4
mexicano,11,0,broker,0.72,-0.3922,5
alla,11,1,broker,0.6667,-0.8944,3
consecuencia,11,0,broker,0.6667,-1.3728,3
comercio,11,2,broker,0.6667,-0.3536,3
marcado,11,4,broker,0.5,-0.7071,2
ofrecer,11,1,broker,0.6667,-0.8944,3
abrir,11,-1,broker,0.8,0.0,5
avance,11,2,broker,0.5,-0.3536,2
representar,11,3,broker,0.625,-1.0,4
directivo,11,5,broker,0.6667,0.0,3
internacional,11,-1,broker,0.8163,0.0,7
milenio,11,2,periferico,0.0,-1.4142,1
baja,6,0,broker,0.72,1.1832,15
california,6,0,broker,0.7751,1.1832,17
appel,6,0,broker,0.7361,-0.169,12
ruffo,6,0,broker,0.8086,0.5071,18
ernesto,6,0,broker,0.7337,-0.169,13
combustible,6,1,broker,0.6939,0.0,7
empresa,6,1,broker,0.8681,1.633,24
operacion,6,1,broker,0.716,0.8165,9
exgobernador,6,0,broker,0.6116,0.5071,11
fiscal,6,2,broker,0.64,-1.0,5
huachicol,6,2,broker,0.82,1.0,10
grande,6,1,broker,0.6122,0.8165,7
red,6,1,periferico,0.4444,-0.8165,3
ensenada,6,0,periferico,0.375,-1.5213,4
comenzar,6,1,periferico,0.0,-1.633,1
alto,6,1,broker,0.7347,0.0,7
aprehension,6,3,periferico,0.0,0.0,1
orden,6,3,periferico,0.0,0.0,1
solicitar,6,3,broker,0.8,0.0,5
industria,6,1,periferico,0.4444,-0.8165,3
republica,6,0,broker,0.56,-1.5213,5
relacionado,6,2,broker,0.7574,1.0,13
firma,6,2,periferico,0.4444,-1.0,3
titular,6,3,periferico,0.4444,0.0,3
millon,14,1,broker,0.9298,0.0,22
proyecto,14,1,broker,0.9141,0.0,16
centro,14,0,broker,0.8571,2.0,14
comunidad,14,0,broker,0.625,-0.5,4
construir,14,1,broker,0.8163,0.0,7
general,14,0,broker,0.876,-0.5,11
infraestructura,14,4,broker,0.6667,0.0,3
federal,14,3,broker,0.8125,1.0,8
esperar,14,2,broker,0.876,-0.5774,11
laredo,14,5,broker,0.876,1.4142,11
region,14,0,broker,0.8163,-0.5,7
confirmar,14,5,broker,0.6667,-0.7071,3
terminar,14,2,broker,0.7812,1.7321,8
sumar,14,5,broker,0.8,-0.7071,5
generar,14,4,broker,0.8571,0.0,7
medio,14,4,broker,0.75,0.0,4
indicar,14,2,periferico,0.4444,-0.5774,3
coahuila,14,3,periferico,0.4444,1.0,3
frontera,14,3,broker,0.8333,-1.0,6
grupo,14,4,broker,0.5,0.0,2
encargado,14,2,broker,0.6667,-0.5774,3
victoria,14,0,periferico,0.4444,-0.5,3
unidos,14,3,broker,0.5,-1.0,2
columna,25,1,broker,0.5938,0.8165,8
noticias,25,1,broker,0.6111,-1.2247,6
cartones,25,1,broker,0.5,0.8165,6
casa,25,0,broker,0.845,1.5275,20
responsabilidad,25,0,broker,0.642,0.7638,9
mandar,25,2,broker,0.716,0.8165,9
quedar,25,3,broker,0.8265,0.0,14
articulo,25,0,periferico,0.375,-0.7638,4
libertad,25,0,broker,0.6939,-0.7638,7
proteccion,25,3,broker,0.7407,1.8257,9
correo,25,2,periferico,0.32,0.8165,5
fuerte,25,3,broker,0.625,0.0,4
respetar,25,0,broker,0.5714,0.0,7
loultimo,25,1,broker,0.6122,0.8165,7
newsletter,25,1,broker,0.6939,-1.2247,7
conversacion,25,2,broker,0.6939,-1.2247,7
resumen,25,2,periferico,0.0,0.8165,4
informativo,25,2,periferico,0.0,-1.2247,3
salir,25,0,broker,0.72,-1.5275,5
impactar,25,3,periferico,0.0,-0.9129,1
emitir,25,0,periferico,0.2778,0.7638,6
abril,25,3,broker,0.6667,-0.9129,3
historia,1,1,broker,0.82,0.0,10
vivir,1,1,broker,0.8148,0.0,9
experiencia,1,1,broker,0.8827,0.0,18
agosto,1,0,broker,0.8395,-0.5,9
tampicotecuida,1,0,broker,0.843,0.75,11
jaiba,1,3,broker,0.8595,0.0,11
unico,1,3,broker,0.75,0.0,8
contar,1,2,broker,0.75,0.0,8
cultura,1,0,broker,0.7778,-1.75,6
arte,1,0,broker,0.75,0.75,8
tampicovacontodo,1,0,broker,0.6667,0.75,6
social,1,2,broker,0.64,1.4142,5
privado,1,2,periferico,0.0,0.0,1
domingo,1,3,broker,0.7778,0.0,6
ciudad,12,2,broker,0.969,0.0,63
dafne,12,0,broker,0.9627,1.4142,48
militarizado,12,0,broker,0.8889,-0.7071,12
mante,12,2,broker,0.843,0.0,11
fallecimiento,12,-1,broker,0.7222,0.0,6
pedir,12,3,broker,0.8395,1.4142,9
recibir,12,3,broker,0.876,0.0,11
luis,12,3,broker,0.8163,0.0,7
antonio,12,1,broker,0.6667,1.7678,6
evento,12,1,broker,0.8333,-0.3536,6
sosa,12,1,broker,0.75,-0.3536,4
reunir,12,1,periferico,0.0,-1.4142,1
juan,12,1,broker,0.625,0.7071,4
originario,12,2,periferico,0.4444,0.0,3
localviernes,12,0,broker,0.6667,-0.7071,3
hernandez,12,1,broker,0.5,-0.3536,2
localdomingo,12,3,broker,0.5,-1.4142,2
academia,24,2,broker,0.9434,1.0,32
director,24,2,broker,0.872,1.0,17
militarizada,24,1,broker,0.8776,0.0,14
muerte,24,0,broker,0.9463,1.0928,40
doenitz,24,1,broker,0.91,0.0,20
madero,24,0,broker,0.9429,1.0928,36
amenazar,24,0,broker,0.68,1.0928,10
seguridad,24,1,broker,0.8889,0.0,18
temer,24,1,broker,0.8,0.0,10
septiembre,24,0,broker,0.8444,1.0928,15
cobrar,24,2,broker,0.72,-1.0,5
dano,24,0,periferico,0.0,-0.6428,2
denunciar,24,2,broker,0.5,-1.0,4
revelar,24,3,broker,0.6939,0.0,7
sexo,24,3,broker,0.7222,0.0,6
nombre,24,3,broker,0.7778,0.0,6
fecha,24,0,periferico,0.0,-0.6428,2
informe,24,0,periferico,0.0,-0.6428,2
administracion,24,0,periferico,0.0,-1.2214,1
marzo,24,0,periferico,0.0,-1.2214,1
monica,16,0,broker,0.8975,0.9129,19
villarreal,16,0,broker,0.9132,0.9129,22
prevencion,16,1,broker,0.9297,0.0,21
programa,16,1,broker,0.7812,0.0,8
jornada,16,2,broker,0.86,0.7071,10
bienestar,16,1,broker,0.8148,0.0,9
saludable,16,2,broker,0.8,0.7071,5
oferta,16,0,broker,0.7778,0.0,6
fortalecer,16,0,broker,0.72,0.0,5
servicio,16,1,broker,0.56,0.0,5
extraordinario,16,-1,periferico,0.4444,0.0,3
formar,5,0,broker,0.7407,0.4082,9
municipal,5,0,broker,0.8178,1.1227,15
desarrollo,5,0,broker,0.8444,1.1227,15
panuco,5,1,periferico,0.0,0.0,2
rio,5,1,broker,0.625,0.0,4
manana,5,3,broker,0.8,0.0,5
crecimiento,5,0,periferico,0.0,-1.0206,2
carmen,5,1,broker,0.8056,1.8257,12
gracias,5,1,broker,0.6667,-0.9129,3
alcalde,5,0,periferico,0.0,-1.7351,1
viernes,5,3,broker,0.72,0.0,5
claudia,5,2,periferico,0.0,0.0,1
cuidar,5,2,broker,0.72,1.4142,5
desarrollar,5,0,periferico,0.32,0.4082,5
limpieza,5,0,broker,0.8673,-0.3062,14
habitante,5,1,periferico,0.0,-0.9129,1
carpeta,5,2,periferico,0.0,0.0,1
madre,10,0,broker,0.929,1.4142,26
militar,10,0,broker,0.9074,-0.7071,18
menor,10,1,broker,0.952,1.4142,39
alejandra,10,0,broker,0.8163,-0.7071,7
actividad,10,1,broker,0.8438,-0.7071,8
medico,10,2,broker,0.8639,1.4142,13
salud,10,2,broker,0.9204,-0.7071,17
presunto,10,3,broker,0.89,0.0,20
video,10,3,broker,0.898,0.0,14
presentar,10,-1,broker,0.9116,1.0,21
sufrir,10,-1,broker,0.7755,-1.0,7
violencia,10,-1,broker,0.8333,1.0,12
macay,10,4,periferico,0.0,0.7071,1
mariela,10,4,periferico,0.0,0.7071,1
revisar,10,1,broker,0.5,-0.7071,2
reportar,10,-1,broker,0.7222,-1.0,6
declaracion,10,3,periferico,0.4444,0.0,3
victima,10,2,broker,0.72,-0.7071,5
exigir,10,4,broker,0.8926,-1.4142,11
escuela,20,0,broker,0.9607,1.4142,44
presidenta,20,1,broker,0.8757,-0.7071,13
verano,20,1,broker,0.9116,1.4142,21
instalacion,20,0,periferico,0.0,-0.7071,1
disciplina,20,0,broker,0.6667,-0.7071,3
maestro,20,-1,broker,0.72,0.0,5
fuerza,20,2,broker,0.8125,0.0,8
metro,20,-1,broker,0.843,0.0,11
alumno,20,-1,broker,0.7222,0.0,6
estatal,20,2,periferico,0.0,0.0,2
ninos,20,1,broker,0.8,-0.7071,5
iniciar,20,2,periferico,0.4444,0.0,3
abuso,15,-1,broker,0.8876,0.7071,13
caso,15,-1,broker,0.9422,0.7071,30
familia,15,3,broker,0.9649,1.4142,45
joven,15,0,broker,0.8757,1.118,13
delito,15,1,broker,0.875,1.4142,24
existir,15,0,broker,0.6667,0.0,6
mar,15,3,broker,0.75,-0.7071,4
instancia,15,3,periferico,0.4444,-0.7071,3
ocurrir,15,1,broker,0.9067,0.0,15
veracruz,15,1,broker,0.5,0.0,4
declarar,15,0,broker,0.6111,1.118,6
mes,15,0,broker,0.5,-1.118,2
considerar,15,1,broker,0.5,-1.4142,2
mantener,15,0,broker,0.72,-1.118,5
bodies,23,1,broker,0.8595,0.0,11
exposicion,23,1,broker,0.9434,0.0,32
entrada,23,-1,broker,0.8889,0.0,15
gratuito,23,-1,broker,0.8994,0.0,13
cultural,23,3,broker,0.8858,1.4142,17
dia,23,0,broker,0.9187,2.1828,23
llegar,23,0,broker,0.8926,-0.3638,11
metropolitano,23,4,broker,0.8876,1.4142,13
disfrutar,23,4,broker,0.8571,-0.7071,7
descubrir,23,3,broker,0.8163,-0.7071,7
turistico,23,1,broker,0.6939,0.0,7
compartir,23,0,broker,0.6667,-0.3638,3
tamaulipeco,23,0,periferico,0.0,0.4851,2
tampiqueno,23,0,periferico,0.0,-0.3638,1
especial,23,3,broker,0.8,-0.7071,5
profundo,23,0,periferico,0.0,-0.3638,1
jardin,23,4,broker,0.8333,-0.7071,6
familiar,16,2,periferico,0.0,-1.4142,1
entorno,11,1,broker,0.8333,-0.8944,6
recurso,9,3,broker,0.5,-0.8165,2
localsabado,15,-1,periferico,0.0,-1.4142,1
generacion,9,2,periferico,0.0,-1.4142,1
presencia,22,2,periferico,0.0,-1.4142,1
riesgo,21,2,periferico,0.0,-1.7321,1
clase,9,3,broker,0.5,-0.8165,2
exito,21,0,periferico,0.0,-1.3416,1
afirmar,1,2,periferico,0.0,-1.4142,1
acudir,16,0,periferico,0.0,-1.8257,1
noche,23,0,periferico,0.0,-1.2127,1
visitante,5,2,periferico,0.0,-1.4142,1
