id_global,tema_id,sub_id,nombre_subtema,resumen_subtema,top_terminos,n_palabras,n_aristas,densidad,peso_total
T09_S05,9,5,"Correr, agarrar, despertar, algun","Subtema T09.S05 centrado en correr, agarrar, despertar, algun, fallido, terror; conecta tambien balazo, pelar, posterior, apartar, vibracion.","correr, agarrar, despertar, algun, fallido, terror, balazo, pelar, posterior, apartar, vibracion",11,30,0.545,112.0
T09_S06,9,6,"Marina, gobernadora, retirar, pilar","Subtema T09.S06 centrado en marina, gobernadora, retirar, pilar, zacatecas, seccion; conecta tambien descacharrizacion, ingeniero, recreativo.","marina, gobernadora, retirar, pilar, zacatecas, seccion, descacharrizacion, ingeniero, recreativo",9,17,0.472,99.0
T09_S07,9,7,"Mexicanos, tren, narcogobierno, parasito","Subtema T09.S07 centrado en mexicanos, tren, narcogobierno, parasito, sheinbaun, saquear; conecta tambien presupuesto.","mexicanos, tren, narcogobierno, parasito, sheinbaun, saquear, presupuesto",7,20,0.952,91.0
T09_S08,9,8,"Papel, ajeno, miseria, perra","Subtema T09.S08 centrado en papel, ajeno, miseria, perra, horror, pongansir; conecta tambien invasor, abusar, chingada, onu, tiktok, aurora.","papel, ajeno, miseria, perra, horror, pongansir, invasor, abusar, chingada, onu, tiktok, aurora",12,37,0.561,90.0
T09_S09,9,9,"Controlar, documento, suelo, curp","Subtema T09.S09 centrado en controlar, documento, suelo, curp, barrera, sombrero; conecta tambien montana, domestico, eficiencia, cementerio, occidente, chapoleo.","controlar, documento, suelo, curp, barrera, sombrero, montana, domestico, eficiencia, cementerio, occidente, chapoleo",12,27,0.409,68.0
T09_S10,9,10,"President, inteligente, jente, pila","Subtema T09.S10 centrado en president, inteligente, jente, pila, tonteria, gobiernos; conecta tambien brillo.","president, inteligente, jente, pila, tonteria, gobiernos, brillo",7,17,0.81,53.0
T09_S11,9,11,"Esposo, precidenta, noma, agusto","Subtema T09.S11 centrado en esposo, precidenta, noma, agusto, descanse, igualmente; conecta tambien maquina, firmeza, smith, gobernanza.","esposo, precidenta, noma, agusto, descanse, igualmente, maquina, firmeza, smith, gobernanza",10,24,0.533,51.0
T09_S12,9,12,"Estilo, informado, cia, financiar","Subtema T09.S12 centrado en estilo, informado, cia, financiar, psicologico, probablemente; conecta tambien huerta, yolanda, prestamo, esencial, fechas, micro.","estilo, informado, cia, financiar, psicologico, probablemente, huerta, yolanda, prestamo, esencial, fechas, micro",12,24,0.364,43.0
T10_S00,10,0,"Pais, pueblo, presidente, soberania","Subtema T10.S00 centrado en pais, pueblo, presidente, soberania, panama, tirania; conecta tambien precedente.","pais, pueblo, presidente, soberania, panama, tirania, precedente",7,17,0.81,741.0
T10_S01,10,1,"Respetar, expresion, emitir, fauna","Subtema T10.S01 centrado en respetar, expresion, emitir, fauna.","respetar, expresion, emitir, fauna",4,5,0.833,199.0
T10_S02,10,2,"Aca, serio, mierda, hambre","Subtema T10.S02 centrado en aca, serio, mierda, hambre, ridiculo, raro; conecta tambien dudar, circo, sorprender, burro, exactamente, acordar.","aca, serio, mierda, hambre, ridiculo, raro, dudar, circo, sorprender, burro, exactamente, acordar",17,77,0.566,185.0
T10_S03,10,3,"Mal, culpa, loco, segun","Subtema T10.S03 centrado en mal, culpa, loco, segun, mugroso, respetuoso; conecta tambien ultimamente.","mal, culpa, loco, segun, mugroso, respetuoso, ultimamente",7,15,0.714,127.0
T10_S04,10,4,"Falso, desastre, referir, despues","Subtema T10.S04 centrado en falso, desastre, referir, despues, cardenas, falla; conecta tambien benito, alertar, trato, lazaro, alvaro, matutino.","falso, desastre, referir, despues, cardenas, falla, benito, alertar, trato, lazaro, alvaro, matutino",16,48,0.4,117.0
T10_S05,10,5,"Viejo, maldito, asesino, culpar","Subtema T10.S05 centrado en viejo, maldito, asesino, culpar, diablo, desgraciado; conecta tambien violar, violacion, infierno, edificios.","viejo, maldito, asesino, culpar, diablo, desgraciado, violar, violacion, infierno, edificios",10,32,0.711,105.0
T10_S06,10,6,"Salir, marino, dolar, techo","Subtema T10.S06 centrado en salir, marino, dolar, techo, pasear, orilla; conecta tambien mazatlan, desempleado, adorno.","salir, marino, dolar, techo, pasear, orilla, mazatlan, desempleado, adorno",9,18,0.5,81.0
T10_S07,10,7,"Trump, eeuu, guerra, olviden","Subtema T10.S07 centrado en trump, eeuu, guerra, olviden.","trump, eeuu, guerra, olviden",4,6,1.0,80.0
T10_S08,10,8,"Servir, suceder, alo, miserable","Subtema T10.S08 centrado en servir, suceder, alo, miserable, burlar, envidia; conecta tambien marido.","servir, suceder, alo, miserable, burlar, envidia, marido",7,19,0.905,80.0
T10_S09,10,9,"Sacar, criticar, noticiero, jajar","Subtema T10.S09 centrado en sacar, criticar, noticiero, jajar, arder, duena; conecta tambien guardias.","sacar, criticar, noticiero, jajar, arder, duena, guardias",7,14,0.667,65.0
T10_S10,10,10,"Meter, imaginar, tapar, jajajajaja","Subtema T10.S10 centrado en meter, imaginar, tapar, jajajajaja, supuestamente, soportar; conecta tambien loret, pruebas.","meter, imaginar, tapar, jajajajaja, supuestamente, soportar, loret, pruebas",8,24,0.857,61.0
T10_S11,10,11,"Cosa, facil, vividor","Subtema T10.S11 centrado en cosa, facil, vividor.","cosa, facil, vividor",3,3,1.0,47.0
T10_S12,10,12,"Calderon, nieto, fox, bloqueo","Subtema T10.S12 centrado en calderon, nieto, fox, bloqueo, fue.","calderon, nieto, fox, bloqueo, fue",5,10,1.0,39.0
T10_S13,10,13,"Patron, abuso, castigo, aspecto","Subtema T10.S13 centrado en patron, abuso, castigo, aspecto, obligacion, secundario; conecta tambien estricto.","patron, abuso, castigo, aspecto, obligacion, secundario, estricto",7,13,0.619,36.0
T10_S14,10,14,"Creer, saludar, culo, coincidir","Subtema T10.S14 centrado en creer, saludar, culo, coincidir.","creer, saludar, culo, coincidir",4,4,0.667,30.0
T10_S15,10,15,"Bla, vestido, chiste, new","Subtema T10.S15 centrado en bla, vestido, chiste, new.","bla, vestido, chiste, new",4,6,1.0,14.0
T10_S16,10,16,"Levantar, clasico, diente, mon","Subtema T10.S16 centrado en levantar, clasico, diente, mon, apartir.","levantar, clasico, diente, mon, apartir",5,5,0.5,10.0
T11_S00,11,0,"Justicia, victima, denuncia, acto","Subtema T11.S00 centrado en justicia, victima, denuncia, acto, revolucionario, traidora.","justicia, victima, denuncia, acto, revolucionario, traidora",6,13,0.867,233.0
T11_S01,11,1,"Frontera, laredo, clima, fronterizo","Subtema T11.S01 centrado en frontera, laredo, clima, fronterizo, marcado, aduanas; conecta tambien anam.","frontera, laredo, clima, fronterizo, marcado, aduanas, anam",7,16,0.762,187.0
T11_S02,11,2,"Responsable, vehiculo, presunto, agencia","Subtema T11.S02 centrado en responsable, vehiculo, presunto, agencia, fuga, voluntario; conecta tambien meses, abogada, reflector, panteon.","responsable, vehiculo, presunto, agencia, fuga, voluntario, meses, abogada, reflector, panteon",10,25,0.556,181.0
T11_S03,11,3,"Aprovechar, descuento, multa, predial","Subtema T11.S03 centrado en aprovechar, descuento, multa, predial, recargo, octavio; conecta tambien infame, ponerte, enferma, posar, palmera.","aprovechar, descuento, multa, predial, recargo, octavio, infame, ponerte, enferma, posar, palmera",11,27,0.491,133.0
T11_S04,11,4,"Palacio, pleno, madres, amanecer","Subtema T11.S04 centrado en palacio, pleno, madres, amanecer, radicar, negra.","palacio, pleno, madres, amanecer, radicar, negra",6,10,0.667,104.0
T11_S05,11,5,"Muerte, asesinar, asesinato, volar","Subtema T11.S05 centrado en muerte, asesinar, asesinato, volar, voltear, semejante; conecta tambien aires.","muerte, asesinar, asesinato, volar, voltear, semejante, aires",7,14,0.667,73.0
T11_S06,11,6,"Orden, preparacion, aprehension, corrar","Subtema T11.S06 centrado en orden, preparacion, aprehension, corrar, contaminacion.","orden, preparacion, aprehension, corrar, contaminacion",5,6,0.6,44.0
T11_S07,11,7,"Capaz, relacion, doler, bailar","Subtema T11.S07 centrado en capaz, relacion, doler, bailar, conmemorar, aclarar; conecta tambien monumento, arrebatar, simbolico, luchadora.","capaz, relacion, doler, bailar, conmemorar, aclarar, monumento, arrebatar, simbolico, luchadora",10,26,0.578,44.0
T11_S08,11,8,"Mencionar, contento, ignorar, tamps","Subtema T11.S08 centrado en mencionar, contento, ignorar, tamps, sureste, negligencia; conecta tambien remesa, conchita.","mencionar, contento, ignorar, tamps, sureste, negligencia, remesa, conchita",8,16,0.571,35.0
T11_S09,11,9,"Man, big, rogar, girl","Subtema T11.S09 centrado en man, big, rogar, girl, city, hermandad.","man, big, rogar, girl, city, hermandad",6,8,0.533,23.0
T11_S10,11,10,"Pasajero, secuestrar, activista, cuadra","Subtema T11.S10 centrado en pasajero, secuestrar, activista, cuadra, venezolanos, ostentar.","pasajero, secuestrar, activista, cuadra, venezolanos, ostentar",6,9,0.6,19.0
T11_S11,11,11,"Gustavo, martha, escaso, flota","Subtema T11.S11 centrado en gustavo, martha, escaso, flota.","gustavo, martha, escaso, flota",4,5,0.833,9.0
T12_S00,12,0,"Mujer, hombre, mujeres, igualdad","Subtema T12.S00 centrado en mujer, hombre, mujeres, igualdad, indigena, ministra; conecta tambien sustento, maternidad, diganle.","mujer, hombre, mujeres, igualdad, indigena, ministra, sustento, maternidad, diganle",9,21,0.583,497.0
T12_S01,12,1,"Violencia, familiar, menor, ninas","Subtema T12.S01 centrado en violencia, familiar, menor, ninas, dinamica, identificacion; conecta tambien especializada, normalizar.","violencia, familiar, menor, ninas, dinamica, identificacion, especializada, normalizar",8,25,0.893,236.0
T12_S02,12,2,"Jamas, repetir, plano, disfrazado","Subtema T12.S02 centrado en jamas, repetir, plano, disfrazado, comunismo, apuntar; conecta tambien desgraciadamente, huevon, austeridad, gobernado, gober, payasada.","jamas, repetir, plano, disfrazado, comunismo, apuntar, desgraciadamente, huevon, austeridad, gobernado, gober, payasada",12,44,0.667,117.0
T12_S03,12,3,"Derecho, eleccion, ocupar, presi","Subtema T12.S03 centrado en derecho, eleccion, ocupar, presi, excusa, quiza; conecta tambien gobernadores, postular, jejar.","derecho, eleccion, ocupar, presi, excusa, quiza, gobernadores, postular, jejar",9,21,0.583,97.0
T12_S04,12,4,"Respeto, siquiera, idiota, bloquear","Subtema T12.S04 centrado en respeto, siquiera, idiota, bloquear, util, ridicula; conecta tambien chin, reptil, mijo.","respeto, siquiera, idiota, bloquear, util, ridicula, chin, reptil, mijo",9,25,0.694,71.0
T12_S05,12,5,"Entrevista, reciente, salida, seguidor","Subtema T12.S05 centrado en entrevista, reciente, salida, seguidor, estar, comunicado; conecta tambien nombramiento, fanatico, misogino, vulgar, extraccion, zaragoza.","entrevista, reciente, salida, seguidor, estar, comunicado, nombramiento, fanatico, misogino, vulgar, extraccion, zaragoza",14,27,0.297,66.0
T12_S06,12,6,"Miembro, juana, ivan, tania","Subtema T12.S06 centrado en miembro, juana, ivan, tania, felicitaciones, sofia; conecta tambien episodio, princesa, abundancia, luminoso.","miembro, juana, ivan, tania, felicitaciones, sofia, episodio, princesa, abundancia, luminoso",10,19,0.422,38.0
T12_S07,12,7,"Odio, interesante, narrativa, incapaz","Subtema T12.S07 centrado en odio, interesante, narrativa, incapaz, encubrir, acumular; conecta tambien desvio, guerrera.","odio, interesante, narrativa, incapaz, encubrir, acumular, desvio, guerrera",8,17,0.607,29.0
T12_S08,12,8,"Huir, naranja, pescadores","Subtema T12.S08 centrado en huir, naranja, pescadores.","huir, naranja, pescadores",3,2,0.667,11.0
T12_S09,12,9,"Senal, movilizar, utilizado, camaron","Subtema T12.S09 centrado en senal, movilizar, utilizado, camaron.","senal, movilizar, utilizado, camaron",4,4,0.667,7.0
T13_S00,13,0,"Tampico, tamaulipas, ciudad, historicamente","Subtema T13.S00 centrado en tampico, tamaulipas, ciudad, historicamente, empresarios, sanidad.","tampico, tamaulipas, ciudad, historicamente, empresarios, sanidad",6,12,0.8,5403.0
T13_S01,13,1,"Reynosa, matamoros, cdvictoria, nuevolaredo","Subtema T13.S01 centrado en reynosa, matamoros, cdvictoria, nuevolaredo, cdmadero.","reynosa, matamoros, cdvictoria, nuevolaredo, cdmadero",5,10,1.0,1092.0
T13_S03,13,3,"Cdmx, responsabilidad, mante, leer","Subtema T13.S03 centrado en cdmx, responsabilidad, mante, leer, contenido, motocicleta; conecta tambien cruce, aldama, reaccionar, terrorismo, whatsapp, influencer.","cdmx, responsabilidad, mante, leer, contenido, motocicleta, cruce, aldama, reaccionar, terrorismo, whatsapp, influencer",16,48,0.4,127.0
T14_S00,14,0,"Nino, nina, exigir, adulto","Subtema T14.S00 centrado en nino, nina, exigir, adulto, convivir, diversion; conecta tambien jardin, juzgado, reeleccion, doloso.","nino, nina, exigir, adulto, convivir, diversion, jardin, juzgado, reeleccion, doloso",10,25,0.556,560.0
T14_S01,14,1,"Familia, padre, sacrificio, consuelo","Subtema T14.S01 centrado en familia, padre, sacrificio, consuelo, mochila, irma.","familia, padre, sacrificio, consuelo, mochila, irma",6,11,0.733,305.0
T14_S02,14,2,"Joven, acompanar, crecer, generacion","Subtema T14.S02 centrado en joven, acompanar, crecer, generacion, etapa, candidato; conecta tambien ampliacion, entrenar, contratacion, graduar, aspirante, invicto.","joven, acompanar, crecer, generacion, etapa, candidato, ampliacion, entrenar, contratacion, graduar, aspirante, invicto",12,36,0.545,247.0
T14_S03,14,3,"Verde, campo, parque, comun","Subtema T14.S03 centrado en verde, campo, parque, comun, joaquin, alvarez; conecta tambien jardines, parques, recuperacion, elvira, recuperado, captacion.","verde, campo, parque, comun, joaquin, alvarez, jardines, parques, recuperacion, elvira, recuperado, captacion",12,36,0.545,205.0
T14_S04,14,4,"Libre, duda, regalar, caber","Subtema T14.S04 centrado en libre, duda, regalar, caber, enorme, maravilloso; conecta tambien universo, gigante, encender, puto, aguas, extraterrestr.","libre, duda, regalar, caber, enorme, maravilloso, universo, gigante, encender, puto, aguas, extraterrestr",15,58,0.552,183.0
T14_S05,14,5,"Comunidad, convivencia, entorno, sano","Subtema T14.S05 centrado en comunidad, convivencia, entorno, sano, esparcimiento.","comunidad, convivencia, entorno, sano, esparcimiento",5,10,1.0,119.0
T14_S06,14,6,"Futuro, presente, sembrar, origen","Subtema T14.S06 centrado en futuro, presente, sembrar, origen, colonias.","futuro, presente, sembrar, origen, colonias",5,7,0.7,65.0
T14_S07,14,7,"Profundo, estrella, cristo, templo","Subtema T14.S07 centrado en profundo, estrella, cristo, templo, sacerdote, indignante; conecta tambien diocesis, jueza.","profundo, estrella, cristo, templo, sacerdote, indignante, diocesis, jueza",8,14,0.5,44.0
T14_S08,14,8,"Gracia, agradecido, empatia, padrisimo","Subtema T14.S08 centrado en gracia, agradecido, empatia, padrisimo, maravilla.","gracia, agradecido, empatia, padrisimo, maravilla",5,6,0.6,41.0
T14_S09,14,9,"Voluntad, solidaridad, admitir","Subtema T14.S09 centrado en voluntad, solidaridad, admitir.","voluntad, solidaridad, admitir",3,2,0.667,32.0
T14_S10,14,10,"Aprender, naturaleza, esquina, pato","Subtema T14.S10 centrado en aprender, naturaleza, esquina, pato, locura, girar; conecta tambien alicia.","aprender, naturaleza, esquina, pato, locura, girar, alicia",7,9,0.429,31.0
T14_S11,14,11,"Digno, renovacion, banderazo, bosque","Subtema T14.S11 centrado en digno, renovacion, banderazo, bosque.","digno, renovacion, banderazo, bosque",4,5,0.833,16.0
T15_S00,15,0,"Titular, guerrero, acapulco, ramirez","Subtema T15.S00 centrado en titular, guerrero, acapulco, ramirez, importancia, laura; conecta tambien evaluar, huracan, david, enrique, javier, arturo.","titular, guerrero, acapulco, ramirez, importancia, laura, evaluar, huracan, david, enrique, javier, arturo",17,84,0.618,383.0
T15_S01,15,1,"Autoridad, federal, correspondiente, electricidad","Subtema T15.S01 centrado en autoridad, federal, correspondiente, electricidad, larga, cuarta.","autoridad, federal, correspondiente, electricidad, larga, cuarta",6,14,0.933,319.0
T15_S02,15,2,"Servicio, afectado, afectacion, tramite","Subtema T15.S02 centrado en servicio, afectado, afectacion, tramite, corte, suministro; conecta tambien establecido, puntualizar, apagon, presencial.","servicio, afectado, afectacion, tramite, corte, suministro, establecido, puntualizar, apagon, presencial",10,31,0.689,309.0
T15_S03,15,3,"Region, distinto, grado, kilometro","Subtema T15.S03 centrado en region, distinto, grado, kilometro, diversidad.","region, distinto, grado, kilometro, diversidad",5,8,0.8,178.0
T15_S04,15,4,"Registrar, entidad, promedio, reduccion","Subtema T15.S04 centrado en registrar, entidad, promedio, reduccion, unicamente, mandatario.","registrar, entidad, promedio, reduccion, unicamente, mandatario",6,14,0.933,151.0
T15_S05,15,5,"Caso, detallar, detectar, intervenir","Subtema T15.S05 centrado en caso, detallar, detectar, intervenir, irregular.","caso, detallar, detectar, intervenir, irregular",5,9,0.9,117.0
T15_S06,15,6,"Presentar, informe, tonelada, particularmente","Subtema T15.S06 centrado en presentar, informe, tonelada, particularmente, distribuido, territorial; conecta tambien extender, disco, investigador, subsidio.","presentar, informe, tonelada, particularmente, distribuido, territorial, extender, disco, investigador, subsidio",10,23,0.511,93.0
T15_S07,15,7,"Rio, panuco, embarcacion, borde","Subtema T15.S07 centrado en rio, panuco, embarcacion, borde.","rio, panuco, embarcacion, borde",4,4,0.667,90.0
T15_S08,15,8,"Puerto, integrante, portuario, integrado","Subtema T15.S08 centrado en puerto, integrante, portuario, integrado, corporativo, ventaja.","puerto, integrante, portuario, integrado, corporativo, ventaja",6,14,0.933,86.0
T15_S09,15,9,"Senalar, explicar, vinculado, emprender","Subtema T15.S09 centrado en senalar, explicar, vinculado, emprender.","senalar, explicar, vinculado, emprender",4,5,0.833,82.0
T15_S10,15,10,"Informar, derivado, desplegar, morales","Subtema T15.S10 centrado en informar, derivado, desplegar, morales.","informar, derivado, desplegar, morales",4,6,1.0,32.0
T15_S11,15,11,"Actual, plataforma, digital","Subtema T15.S11 centrado en actual, plataforma, digital.","actual, plataforma, digital",3,3,1.0,29.0
T15_S12,15,12,"Altura, impactar, percance","Subtema T15.S12 centrado en altura, impactar, percance.","altura, impactar, percance",3,3,1.0,17.0
T16_S00,16,0,"Pesos, millon, superior, auditoria","Subtema T16.S00 centrado en pesos, millon, superior, auditoria, irregularidad, recaudado; conecta tambien aula, utilidad, heredado, requerido.","pesos, millon, superior, auditoria, irregularidad, recaudado, aula, utilidad, heredado, requerido",10,25,0.556,562.0
T16_S01,16,1,"Pago, alias, banco, santander","Subtema T16.S01 centrado en pago, alias, banco, santander, muchisimas, chicos.","pago, alias, banco, santander, muchisimas, chicos",6,12,0.8,248.0
T16_S02,16,2,"Interes, nacion, augusto, europa","Subtema T16.S02 centrado en interes, nacion, augusto, europa, rusia, desaparicion; conecta tambien destruccion, cortina, difusion, corrupta, lema, orale.","interes, nacion, augusto, europa, rusia, desaparicion, destruccion, cortina, difusion, corrupta, lema, orale",17,65,0.478,154.0
T16_S03,16,3,"Recibir, entregar, dirigir, especiales","Subtema T16.S03 centrado en recibir, entregar, dirigir, especiales.","recibir, entregar, dirigir, especiales",4,6,1.0,73.0
T16_S04,16,4,"Transporte, autobus, traslado, pesado","Subtema T16.S04 centrado en transporte, autobus, traslado, pesado, diariamente, legalmente; conecta tambien abelardo.","transporte, autobus, traslado, pesado, diariamente, legalmente, abelardo",7,11,0.524,69.0
T16_S05,16,5,"Programado, pieza, campeones, cabe","Subtema T16.S05 centrado en programado, pieza, campeones, cabe, herida, pariente; conecta tambien ida, soledad, allende, posponer.","programado, pieza, campeones, cabe, herida, pariente, ida, soledad, allende, posponer",10,21,0.467,65.0
T16_S06,16,6,"Llamado, nuevamente, juntar, colecta","Subtema T16.S06 centrado en llamado, nuevamente, juntar, colecta, link, alia; conecta tambien victimizar, reactivar, valentin.","llamado, nuevamente, juntar, colecta, link, alia, victimizar, reactivar, valentin",9,20,0.556,63.0
T16_S07,16,7,"Convertir, dona, referente, amistad","Subtema T16.S07 centrado en convertir, dona, referente, amistad, cotidiano, adn; conecta tambien inmenso, practico, representado.","convertir, dona, referente, amistad, cotidiano, adn, inmenso, practico, representado",9,15,0.417,53.0
T16_S08,16,8,"Impedir, exterior, termino, arancel","Subtema T16.S08 centrado en impedir, exterior, termino, arancel, solito, mexiquense.","impedir, exterior, termino, arancel, solito, mexiquense",6,8,0.533,17.0
T16_S09,16,9,"Demanda, pension, interponer","Subtema T16.S09 centrado en demanda, pension, interponer.","demanda, pension, interponer",3,3,1.0,15.0
T17_S00,17,0,"Sur, agua, comapa, cfe","Subtema T17.S00 centrado en sur, agua, comapa, cfe, recursos, gerente; conecta tambien estampa.","sur, agua, comapa, cfe, recursos, gerente, estampa",7,15,0.714,529.0
T17_S01,17,1,"Calle, centro, vecino, banqueta","Subtema T17.S01 centrado en calle, centro, vecino, banqueta, limpiar.","calle, centro, vecino, banqueta, limpiar",5,10,1.0,383.0
T17_S02,17,2,"Reportar, provocar, circulacion, lesionado","Subtema T17.S02 centrado en reportar, provocar, circulacion, lesionado, involucrado, retiro; conecta tambien escombro, siniestro, fachada, cartera, levantamiento, desplomar.","reportar, provocar, circulacion, lesionado, involucrado, retiro, escombro, siniestro, fachada, cartera, levantamiento, desplomar",12,42,0.636,233.0
T17_S03,17,3,"Obra, obras, publicas, concreto","Subtema T17.S03 centrado en obra, obras, publicas, concreto, amarte.","obra, obras, publicas, concreto, amarte",5,7,0.7,214.0
T17_S04,17,4,"Avenida, hidalgo, camioneta, conducir","Subtema T17.S04 centrado en avenida, hidalgo, camioneta, conducir, senalamiento, principio; conecta tambien christian.","avenida, hidalgo, camioneta, conducir, senalamiento, principio, christian",7,15,0.714,208.0
T17_S05,17,5,"Riesgo, alerta, inundacion, inmueble","Subtema T17.S05 centrado en riesgo, alerta, inundacion, inmueble, domicilio, recomendacion; conecta tambien ordenar, estructural, abarcar, indispensable.","riesgo, alerta, inundacion, inmueble, domicilio, recomendacion, ordenar, estructural, abarcar, indispensable",10,36,0.8,174.0
T17_S06,17,6,"Falta, mando, similar, sergio","Subtema T17.S06 centrado en falta, mando, similar, sergio, implicar, oscar; conecta tambien rival, sustancia, cristina, disputar.","falta, mando, similar, sergio, implicar, oscar, rival, sustancia, cristina, disputar",10,24,0.533,66.0
T17_S07,17,7,"Via, par, trafico, causar","Subtema T17.S07 centrado en via, par, trafico, causar, ine, agresion; conecta tambien molestia, contundente.","via, par, trafico, causar, ine, agresion, molestia, contundente",8,20,0.714,62.0
T17_S08,17,8,"Area, administrativo, juridico, disponible","Subtema T17.S08 centrado en area, administrativo, juridico, disponible, incluido, lineamiento; conecta tambien iluminar, inventario.","area, administrativo, juridico, disponible, incluido, lineamiento, iluminar, inventario",8,16,0.571,58.0
T17_S09,17,9,"Potosi, valles, pollo, gallardo","Subtema T17.S09 centrado en potosi, valles, pollo, gallardo, deje, yucatan; conecta tambien meza, medellin, lupita.","potosi, valles, pollo, gallardo, deje, yucatan, meza, medellin, lupita",9,22,0.611,55.0
T18_S00,18,0,"Amor, corazon, esperanza, gratitud","Subtema T18.S00 centrado en amor, corazon, esperanza, gratitud, felices, partida.","amor, corazon, esperanza, gratitud, felices, partida",6,13,0.867,255.0
T18_S01,18,1,"Vida, animal, salvar, peligro","Subtema T18.S01 centrado en vida, animal, salvar, peligro, practica, mision; conecta tambien ahorrar, sucedido, pavimento, retener, tabla.","vida, animal, salvar, peligro, practica, mision, ahorrar, sucedido, pavimento, retener, tabla",11,29,0.527,221.0
T18_S02,18,2,"Defender, voz, dignidad, colombiano","Subtema T18.S02 centrado en defender, voz, dignidad, colombiano, violento, cubano; conecta tambien fallar, callado, enfermera, toque, oportunista, nacionalidad.","defender, voz, dignidad, colombiano, violento, cubano, fallar, callado, enfermera, toque, oportunista, nacionalidad",12,42,0.636,169.0
T18_S03,18,3,"Nombre, palabra, sonar, vacio","Subtema T18.S03 centrado en nombre, palabra, sonar, vacio, promesa, salvo; conecta tambien lady, fundar, comercializar.","nombre, palabra, sonar, vacio, promesa, salvo, lady, fundar, comercializar",9,24,0.667,122.0
T18_S04,18,4,"Lograr, camino, caminar, guia","Subtema T18.S04 centrado en lograr, camino, caminar, guia, moises, bronce; conecta tambien salas, aprobado.","lograr, camino, caminar, guia, moises, bronce, salas, aprobado",8,12,0.429,84.0
T18_S05,18,5,"Pequeno, bebe, interesar, admiracion","Subtema T18.S05 centrado en pequeno, bebe, interesar, admiracion, vulnerable, autor; conecta tambien intelectual, cria, tri.","pequeno, bebe, interesar, admiracion, vulnerable, autor, intelectual, cria, tri",9,19,0.528,71.0
T18_S06,18,6,"Fuerza, pie, atras, disfruten","Subtema T18.S06 centrado en fuerza, pie, atras, disfruten, izquierdo.","fuerza, pie, atras, disfruten, izquierdo",5,9,0.9,65.0
T18_S07,18,7,"Caer, contrario, peligroso, encarcelar","Subtema T18.S07 centrado en caer, contrario, peligroso, encarcelar, patetico, cabecilla; conecta tambien afuero.","caer, contrario, peligroso, encarcelar, patetico, cabecilla, afuero",7,13,0.619,57.0
T18_S08,18,8,"Alma, eterno, descanso, irreparable","Subtema T18.S08 centrado en alma, eterno, descanso, irreparable, portugal.","alma, eterno, descanso, irreparable, portugal",5,7,0.7,49.0
T18_S09,18,9,"Tierra, patria, vacuna, nexo","Subtema T18.S09 centrado en tierra, patria, vacuna, nexo, bolivia.","tierra, patria, vacuna, nexo, bolivia",5,7,0.7,41.0
T18_S10,18,10,"Escuchar, cancion, tope, consciente","Subtema T18.S10 centrado en escuchar, cancion, tope, consciente, debut, moncayo.","escuchar, cancion, tope, consciente, debut, moncayo",6,11,0.733,37.0
T18_S11,18,11,"Mundo, entero, revista","Subtema T18.S11 centrado en mundo, entero, revista.","mundo, entero, revista",3,2,0.667,36.0
T18_S12,18,12,"Recuerdo, flor, hoja, pluma","Subtema T18.S12 centrado en recuerdo, flor, hoja, pluma, numeroso, national.","recuerdo, flor, hoja, pluma, numeroso, national",6,8,0.533,21.0
T18_S13,18,13,"Coraje, valentia, homenaje","Subtema T18.S13 centrado en coraje, valentia, homenaje.","coraje, valentia, homenaje",3,3,1.0,15.0
T19_S00,19,0,"Esperar, tarde, maximo, cielo","Subtema T19.S00 centrado en esperar, tarde, maximo, cielo, calido, recibimiento; conecta tambien aguacate.","esperar, tarde, maximo, cielo, calido, recibimiento, aguacate",7,14,0.667,390.0
T19_S01,19,1,"Disfrutar, musica, teatro, tradicional","Subtema T19.S01 centrado en disfrutar, musica, teatro, tradicional, danza, espectaculo; conecta tambien altar, secretariadecultura, contemporaneo, instrumento, company, resguardado.","disfrutar, musica, teatro, tradicional, danza, espectaculo, altar, secretariadecultura, contemporaneo, instrumento, company, resguardado",12,39,0.591,283.0
T19_S02,19,2,"Festival, costa, agenda, seno","Subtema T19.S02 centrado en festival, costa, agenda, seno, genocidio, look; conecta tambien evadir, dividido, desplegado.","festival, costa, agenda, seno, genocidio, look, evadir, dividido, desplegado",9,17,0.472,117.0
T19_S03,19,3,"Abierto, categoria, tiro, deportista","Subtema T19.S03 centrado en abierto, categoria, tiro, deportista, nacimiento, bienvenida; conecta tambien individual, roto, tributo, jugadora.","abierto, categoria, tiro, deportista, nacimiento, bienvenida, individual, roto, tributo, jugadora",10,20,0.444,104.0
T19_S04,19,4,"Alla, viaje, perez, silencio","Subtema T19.S04 centrado en alla, viaje, perez, silencio, guardar, procesion; conecta tambien adios, urgencia, entretenimiento, casar, nautica, cornisa.","alla, viaje, perez, silencio, guardar, procesion, adios, urgencia, entretenimiento, casar, nautica, cornisa",12,33,0.5,104.0
T19_S05,19,5,"Volver, nacer, dias, perdido","Subtema T19.S05 centrado en volver, nacer, dias, perdido, animo, contacto; conecta tambien corea, projimo, militante.","volver, nacer, dias, perdido, animo, contacto, corea, projimo, militante",9,24,0.667,97.0
